labeled_tile_id,true_group,tile_id,cl_png,image_height,image_width,grid_rows,grid_cols,unknown_pixels_total,c0_tumor,c0_stroma,c0_immune_cells,c0_necrosis,c0_other,c0_ignore,c1_tumor,c1_stroma,c1_immune_cells,c1_necrosis,c1_other,c1_ignore,c2_tumor,c2_stroma,c2_immune_cells,c2_necrosis,c2_other,c2_ignore,c3_tumor,c3_stroma,c3_immune_cells,c3_necrosis,c3_other,c3_ignore,c4_tumor,c4_stroma,c4_immune_cells,c4_necrosis,c4_other,c4_ignore,c5_tumor,c5_stroma,c5_immune_cells,c5_necrosis,c5_other,c5_ignore,c6_tumor,c6_stroma,c6_immune_cells,c6_necrosis,c6_other,c6_ignore,c7_tumor,c7_stroma,c7_immune_cells,c7_necrosis,c7_other,c7_ignore,c8_tumor,c8_stroma,c8_immune_cells,c8_necrosis,c8_other,c8_ignore,contrast_lr_tumor,contrast_tb_tumor,contrast_strip_lr_tumor,contrast_strip_tb_tumor,contrast_lr_stroma,contrast_tb_stroma,contrast_strip_lr_stroma,contrast_strip_tb_stroma,contrast_lr_immune_cells,contrast_tb_immune_cells,contrast_strip_lr_immune_cells,contrast_strip_tb_immune_cells,contrast_lr_necrosis,contrast_tb_necrosis,contrast_strip_lr_necrosis,contrast_strip_tb_necrosis,contrast_lr_other,contrast_tb_other,contrast_strip_lr_other,contrast_strip_tb_other,contrast_lr_ignore,contrast_tb_ignore,contrast_strip_lr_ignore,contrast_strip_tb_ignore,cellspread_tumor_maxmin,cellspread_tumor_std,cellspread_tumor_iqr,cellspread_ignore_maxmin,cellspread_ignore_std,cellspread_ignore_iqr,cellspread_necrosis_maxmin,cellspread_necrosis_std,cellspread_necrosis_iqr
JN_TS_001_tumour_inv_tile_10009_14592,tumour_inv,JN_TS_001_tile_10009_14592,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_001/JN_TS_001_tile_10009_14592_cl.png,7921,7921,3,3,0,0.1017388372,0.2175591139,0.0200097567,0.3039431244,0.1711811295,0.1855680383,0.0773757071,0.1817499111,0.0133923961,0.4526201049,0.1703737967,0.1044880842,0.1473258150,0.1520005452,0.0174265381,0.5516834539,0.1042408460,0.0273228019,0.1007435200,0.1884758700,0.0293544112,0.2614476840,0.1625882069,0.2573903078,0.0713375612,0.1627118800,0.0203689497,0.3033012319,0.1649248209,0.2773555563,0.1278250605,0.1332327918,0.0263922355,0.5156751632,0.1127925889,0.0840821601,0.1133291724,0.1604581325,0.0240797176,0.3470194846,0.1550063131,0.2001071798,0.1250751552,0.1697589297,0.0230255987,0.3977228265,0.1541148899,0.1303026000,0.0988462753,0.1342536157,0.0201232495,0.4945005452,0.1437498565,0.1085264578,0.0193952070,0.0036034145,0.0193952070,0.0036034145,0.0490020546,0.0289462974,0.0490020546,0.0289462974,0.0031672875,0.0054666250,0.0031672875,0.0054666250,0.2164829564,0.0230012756,0.2164829564,0.0230012756,0.0426641194,0.0023584292,0.0426641194,0.0023584292,0.1410447021,0.0405191044,0.1410447021,0.0405191044,0.0759882538,0.0242623665,0.0262288799,0.2500327544,0.0829396783,0.0956190956,0.2902357699,0.1052305252,0.1905574208
JN_TS_001_tumour_inv_tile_6722_12156,tumour_inv,JN_TS_001_tile_6722_12156,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_001/JN_TS_001_tile_6722_12156_cl.png,7921,7921,3,3,0,0.1326023014,0.1062099690,0.0138474231,0.6326452020,0.0703160870,0.0443790174,0.1362771505,0.1164990018,0.0142814935,0.6370533717,0.0684111562,0.0274778264,0.1250472050,0.1123189279,0.0103908402,0.6490227560,0.0686204373,0.0345998336,0.1683430289,0.1670910640,0.0275835313,0.3747208931,0.1311419286,0.1311195541,0.1651295556,0.1695532870,0.0210850909,0.4213600203,0.1256635059,0.0972085402,0.1504010189,0.1603760054,0.0291240692,0.4154865581,0.1334903847,0.1111219637,0.1589422635,0.1756861226,0.0343072773,0.3316229052,0.1549205119,0.1445209194,0.1461336672,0.1665076073,0.0174180751,0.4555878742,0.1256703728,0.0886824034,0.1090715393,0.1584033517,0.0292887684,0.3899764692,0.1350483528,0.1782115186,0.0251226102,0.0067402710,0.0251226102,0.0067402710,0.0059629569,0.0551897276,0.0059629569,0.0551897276,0.0023115180,0.0141647880,0.0023115180,0.0141647880,0.0384989277,0.2471780270,0.0384989277,0.2471780270,0.0064064509,0.0694305190,0.0064064509,0.0694305190,0.0013046083,0.1016527213,0.0013046083,0.1016527213,0.0592714897,0.0196047481,0.0263399621,0.1507336922,0.0521477671,0.0867405367,0.3173998508,0.1254580884,0.2426687328
JN_TS_002_tumour_inv_tile_11175_10127,tumour_inv,JN_TS_002_tile_11175_10127,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_002/JN_TS_002_tile_11175_10127_cl.png,7921,7921,3,3,0,0.1752440599,0.0832661846,0.0226529500,0.6599519341,0.0474585342,0.0114263372,0.1871331165,0.0943236320,0.0367127351,0.5957997717,0.0706768556,0.0153538891,0.3391272096,0.0972593836,0.1130584252,0.3452559688,0.0910059401,0.0142930728,0.1835137632,0.0819944523,0.0401226865,0.5989861221,0.0870380251,0.0083449508,0.2566382136,0.0846249563,0.1209399845,0.4521288607,0.0746606286,0.0110073563,0.1569849862,0.0992789979,0.0663825399,0.4998723509,0.0847307322,0.0927503930,0.2288155705,0.0852381772,0.0274248163,0.6006476699,0.0505105028,0.0073632633,0.2064411151,0.0770327757,0.0794695822,0.5619168302,0.0636799651,0.0114597317,0.2077658689,0.1111674989,0.0713248967,0.4039546028,0.0889666552,0.1168204775,0.0387682237,0.0194939438,0.0387682237,0.0194939438,0.0190690221,0.0004702495,0.0190690221,0.0004702495,0.0535218030,0.0019317284,0.0535218030,0.0019317284,0.2035009345,0.0114961906,0.2035009345,0.0114961906,0.0265654218,0.0019947356,0.0265654218,0.0019947356,0.0655764640,0.0315233911,0.0655764640,0.0315233911,0.1821422234,0.0549625451,0.0453018073,0.1094572142,0.0417254071,0.0043465329,0.3146959653,0.1052858213,0.1468572614
JN_TS_002_tumour_inv_tile_14559_5229,tumour_inv,JN_TS_002_tile_14559_5229,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_002/JN_TS_002_tile_14559_5229_cl.png,7921,7921,3,3,0,0.2182667585,0.0845125976,0.0165164428,0.6155018939,0.0623459022,0.0028564050,0.2378090829,0.0872501520,0.0130691141,0.6321084759,0.0278563274,0.0019068477,0.2000583965,0.0892811639,0.0135946109,0.6618517562,0.0321441690,0.0030699036,0.2305194600,0.1014584983,0.0166993678,0.5981294390,0.0500747249,0.0031185100,0.1889845863,0.0860801783,0.0102622539,0.6838865065,0.0283183326,0.0024681425,0.1946867865,0.0814807006,0.0142522346,0.6758238385,0.0309256423,0.0028307976,0.1640548955,0.1119880624,0.0116008092,0.6544487489,0.0531859791,0.0047215048,0.1367226315,0.0867627907,0.0079432148,0.7351336156,0.0301423933,0.0032953541,0.1276434803,0.0830948691,0.0069694100,0.7456050562,0.0339294938,0.0027576905,0.0301508170,0.0759044102,0.0301508170,0.0759044102,0.0147008082,0.0069339363,0.0147008082,0.0069339363,0.0033334548,0.0055555779,0.0033334548,0.0055555779,0.0717335231,0.0752417649,0.0717335231,0.0752417649,0.0228691004,0.0016961775,0.0228691004,0.0016961775,0.0006793427,0.0009804644,0.0006793427,0.0009804644,0.1101656026,0.0391097858,0.0542118629,0.0028146571,0.0007628475,0.0003608194,0.1474756172,0.0499757386,0.0517780306
JN_TS_002_tumour_inv_tile_3873_3799,tumour_inv,JN_TS_002_tile_3873_3799,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_002/JN_TS_002_tile_3873_3799_cl.png,7921,7921,3,3,0,0.1302526687,0.1763003616,0.0999325643,0.2663956325,0.2753212523,0.0517975207,0.0827186098,0.1281388765,0.0172560038,0.4408349397,0.2755899108,0.0554616594,0.1382047750,0.1265455693,0.0154509584,0.5910108184,0.1062884527,0.0224994261,0.1605494074,0.1255192019,0.0302262974,0.4661892017,0.1980184274,0.0194974642,0.1476201529,0.0932232392,0.0108311525,0.6654420341,0.0772051882,0.0056782331,0.0964593875,0.0942775923,0.0060918729,0.6919157975,0.1028659369,0.0083894129,0.0472067264,0.1179813763,0.0051595500,0.4233153983,0.3777621384,0.0285748106,0.0969288206,0.0948452721,0.0104957661,0.6235667447,0.1599343970,0.0142289996,0.0760393710,0.1258083678,0.0150855142,0.4728787879,0.2719209137,0.0382670455,0.0091017563,0.0436670452,0.0091017563,0.0436670452,0.0243898034,0.0307832637,0.0243898034,0.0307832637,0.0328966887,0.0339662321,0.0328966887,0.0339662321,0.1999683904,0.0738398468,0.1999683904,0.0738398468,0.1233421716,0.0508059444,0.1233421716,0.0508059444,0.0102379704,0.0162292502,0.0102379704,0.0162292502,0.1133426810,0.0376648972,0.0554861652,0.0497834263,0.0180097428,0.0240380459,0.4255201650,0.1375495211,0.1827318050
JN_TS_002_tumour_inv_tile_9248_7887,tumour_inv,JN_TS_002_tile_9248_7887,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_002/JN_TS_002_tile_9248_7887_cl.png,7921,7921,3,3,0,0.2048085973,0.1737416781,0.0302325815,0.3999801997,0.1384795397,0.0527574036,0.1805931810,0.1262209849,0.0208220027,0.5695622927,0.0852244042,0.0175771345,0.1385346361,0.1342177456,0.0187841483,0.5910019226,0.0981323175,0.0193292298,0.1899586073,0.1299923697,0.0236903778,0.5238416922,0.0935475543,0.0389693986,0.1719742602,0.1070618983,0.0147046236,0.6381555470,0.0567056269,0.0113980439,0.1743958900,0.1143559315,0.0261573038,0.5779816816,0.0890718048,0.0180373883,0.2507637454,0.1239708161,0.0281436524,0.5174902433,0.0707225666,0.0089089761,0.2251716808,0.0960915000,0.0188387089,0.6026376028,0.0485567049,0.0087038025,0.1032076446,0.0896549300,0.0144651056,0.7193454431,0.0599348600,0.0133920168,0.0764642598,0.0184022188,0.0764642598,0.0184022188,0.0298254190,0.0414877209,0.0298254190,0.0414877209,0.0075533513,0.0027970885,0.0075533513,0.0027970885,0.1490056374,0.0929762914,0.1490056374,0.0929762914,0.0185368928,0.0475407100,0.0185368928,0.0475407100,0.0166257145,0.0195529908,0.0166257145,0.0195529908,0.1475561008,0.0439223578,0.0328343371,0.0440536011,0.0150090982,0.0079311859,0.3193652433,0.0882488849,0.0787959106
JN_TS_003_tumour_inv_tile_12269_15511,tumour_inv,JN_TS_003_tile_12269_15511,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_003/JN_TS_003_tile_12269_15511_cl.png,7921,7921,3,3,0,0.0582383494,0.1999837867,0.0065645087,0.5117521809,0.1210695018,0.1023916724,0.0663759423,0.1689056888,0.0063123186,0.5417228896,0.1091515783,0.1075315824,0.0676602674,0.1644457358,0.0142313763,0.5341765668,0.1166396924,0.1028463613,0.0409664613,0.2011732241,0.0047517010,0.5701491917,0.1144041226,0.0685552993,0.0570488586,0.2127604758,0.0104205362,0.4825713872,0.1385586363,0.0986401058,0.0624721754,0.1983394146,0.0083188473,0.5335765837,0.1289116554,0.0683813236,0.0780904213,0.2406865530,0.0104810893,0.4613688017,0.1402068985,0.0691662362,0.0502072505,0.2211799938,0.0058202242,0.5246133237,0.1217270203,0.0764521875,0.0878400482,0.2402086203,0.0117917815,0.4383780992,0.1495631026,0.0722183483,0.0135590864,0.0079543869,0.0135590864,0.0079543869,0.0129499311,0.0562466519,0.0129499311,0.0562466519,0.0041815687,0.0003282971,0.0041815687,0.0003282971,0.0123796415,0.0544304709,0.0123796415,0.0544304709,0.0064779758,0.0215454163,0.0064779758,0.0215454163,0.0011109418,0.0316442814,0.0011109418,0.0316442814,0.0468735869,0.0140755202,0.0106114088,0.0391502587,0.0171328793,0.0332254362,0.1317710925,0.0421612913,0.0516051796
JN_TS_003_tumour_inv_tile_13315_8127,tumour_inv,JN_TS_003_tile_13315_8127,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_003/JN_TS_003_tile_13315_8127_cl.png,7921,7921,3,3,0,0.1047179178,0.2530188246,0.0279226928,0.1935656279,0.1902499426,0.2305249943,0.1080424655,0.2335315480,0.0288990339,0.1579591351,0.1772319943,0.2943358232,0.1200017218,0.2407627410,0.0301044536,0.2597060090,0.1900746097,0.1593504649,0.1023927748,0.2460773008,0.0235605774,0.2423192546,0.1777669730,0.2078831193,0.1064393787,0.2281280498,0.0313311439,0.1385924720,0.1888559819,0.3066529737,0.1277610926,0.2108115900,0.0338314516,0.2175004016,0.1802199867,0.2298754776,0.0788709539,0.2574050161,0.0151304236,0.3191800103,0.1821879304,0.1472256657,0.1129274093,0.2159277363,0.0279455383,0.1784806604,0.1702269285,0.2944917272,0.1266032484,0.2332620236,0.0287947658,0.2300406049,0.1831409263,0.1981584309,0.0294614721,0.0047868312,0.0294614721,0.0047868312,0.0238882623,0.0069061125,0.0238882623,0.0069061125,0.0087056591,0.0050184842,0.0087056591,0.0050184842,0.0159392925,0.0388235013,0.0159392925,0.0388235013,0.0010768922,0.0073335871,0.0010768922,0.0073335871,0.0005835313,0.0147784862,0.0005835313,0.0147784862,0.0488901387,0.0148764375,0.0152838039,0.1594273080,0.0586515017,0.0961773923,0.1805875383,0.0555823373,0.0638385942
JN_TS_003_tumour_inv_tile_13991_11516,tumour_inv,JN_TS_003_tile_13991_11516,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_003/JN_TS_003_tile_13991_11516_cl.png,7921,7921,3,3,0,0.1448110365,0.1999705865,0.0497819100,0.3003829488,0.1711359332,0.1339175849,0.0956878994,0.1636178617,0.0312961114,0.4312611155,0.1636105470,0.1145264650,0.1279709022,0.1582953111,0.0241729798,0.4186386593,0.1628475092,0.1080746384,0.1374099285,0.1572494636,0.0510636467,0.2952381157,0.1540185077,0.2050203378,0.2064949925,0.1271432445,0.0990637690,0.3273531118,0.1678600682,0.0720848141,0.1341495703,0.1774317866,0.0348299829,0.3750529242,0.1699961562,0.1085395798,0.0829872590,0.1766966540,0.0144817493,0.4917203283,0.1505868343,0.0835271752,0.0948422602,0.1413332014,0.0158251867,0.5762536860,0.1089364394,0.0628092263,0.2171511995,0.1435023531,0.0781874139,0.3372824839,0.1443991047,0.0794774449,0.0380211493,0.0088369602,0.0380211493,0.0088369602,0.0182290845,0.0201171836,0.0182290845,0.0201171836,0.0072876902,0.0010811162,0.0072876902,0.0010811162,0.0145442249,0.0849912582,0.0145442249,0.0849912582,0.0005004983,0.0312238703,0.0005004983,0.0312238703,0.0421244782,0.0435682807,0.0421244782,0.0435682807,0.1341639405,0.0471671260,0.0491231371,0.1422111115,0.0431136905,0.0350490200,0.2810155703,0.0944001639,0.1039080037
JN_TS_003_tumour_inv_tile_17451_2594,tumour_inv,JN_TS_003_tile_17451_2594,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_003/JN_TS_003_tile_17451_2594_cl.png,7921,7921,3,3,0,0.1620463154,0.1554878329,0.0197886536,0.5095348370,0.1378525310,0.0152898301,0.1580060354,0.1395849827,0.0133579739,0.5709060503,0.1072967941,0.0108481636,0.1355188246,0.1264999426,0.0124119031,0.6297222222,0.0858859906,0.0099611169,0.1494462325,0.1343771872,0.0126788521,0.6107823311,0.0792363717,0.0134790254,0.1180028735,0.1295181954,0.0101842598,0.6580216924,0.0737289998,0.0105439792,0.0737823139,0.1061412114,0.0032626530,0.7569182931,0.0504522220,0.0094433066,0.0797233701,0.1260037879,0.0064053891,0.7090408345,0.0668352560,0.0119913625,0.0721901426,0.1297230158,0.0046906016,0.7237883378,0.0589413158,0.0106665863,0.0469003960,0.0877575471,0.0023801940,0.8135931761,0.0415561869,0.0078125000,0.0450047945,0.0855857556,0.0450047945,0.0855857556,0.0318233690,0.0260294691,0.0318233690,0.0260294691,0.0069393816,0.0106941153,0.0069393816,0.0106941153,0.1236252296,0.1787530796,0.1236252296,0.1787530796,0.0353432531,0.0545675190,0.0353432531,0.0545675190,0.0045144315,0.0018762206,0.0045144315,0.0018762206,0.1151459194,0.0431866523,0.0756639186,0.0074773301,0.0022197040,0.0020302456,0.3040583391,0.0956423189,0.1130060067
JN_TS_003_tumour_inv_tile_4733_12460,tumour_inv,JN_TS_003_tile_4733_12460,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_003/JN_TS_003_tile_4733_12460_cl.png,7921,7921,3,3,0,0.0688081095,0.3116894800,0.0172062959,0.1752129247,0.2674702996,0.1596128903,0.0714068936,0.2851552729,0.0138411759,0.1200345943,0.2877405253,0.2218215380,0.0865854568,0.3260019226,0.0131600092,0.1635880108,0.2708617424,0.1398028581,0.0727543802,0.2589735867,0.0113002421,0.2973298395,0.2327087134,0.1269332381,0.0951335227,0.3173950925,0.0172315485,0.2044476458,0.2105542733,0.1552379173,0.0963926945,0.3330030234,0.0180107110,0.2014085860,0.2213423520,0.1298426331,0.0915944961,0.2149325643,0.0121968262,0.3271811869,0.2218419995,0.1322529270,0.0957185926,0.3211250617,0.0166531846,0.2395360745,0.1942299749,0.1327371117,0.1159023473,0.2958452422,0.0234921660,0.1748549415,0.1889769858,0.2009283173,0.0219078376,0.0254716587,0.0219078376,0.0254716587,0.0564181858,0.0303146025,0.0564181858,0.0303146025,0.0046531740,0.0027115653,0.0046531740,0.0027115653,0.0866241376,0.0942455577,0.0866241376,0.0942455577,0.0136133108,0.0736745357,0.0136133108,0.0736745357,0.0172582510,0.0184396435,0.0172582510,0.0184396435,0.0470942378,0.0152063565,0.0229642124,0.0948882999,0.0340194557,0.0273599633,0.2071465925,0.0661509471,0.0646811330
JN_TS_003_tumour_inv_tile_6454_8576,tumour_inv,JN_TS_003_tile_6454_8576,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_003/JN_TS_003_tile_6454_8576_cl.png,7921,7921,3,3,0,0.0294813189,0.0943497475,0.0229495236,0.0213259011,0.1160337753,0.7158597337,0.1177697555,0.2610374858,0.0555802726,0.0974267954,0.3095963421,0.1585893486,0.1068760044,0.2650533747,0.0220780246,0.2644615186,0.2406221304,0.1009089474,0.1025515473,0.2925255011,0.0432916824,0.0534106686,0.2786739986,0.2295466020,0.1094678174,0.2938791357,0.0280016247,0.1854917668,0.2609079639,0.1222516915,0.1134345634,0.2583820981,0.0216147178,0.2988233337,0.2098669868,0.0978783002,0.0559439566,0.3700744663,0.0223262454,0.0537766873,0.3317782943,0.1661003501,0.0972829392,0.2747642078,0.0241294046,0.2963194038,0.1985780753,0.1089259693,0.1257112316,0.2478559745,0.0209224346,0.3674523646,0.1691751320,0.0688828627,0.0526816589,0.0082703496,0.0526816589,0.0082703496,0.0047805775,0.0907513469,0.0047805775,0.0907513469,0.0079840915,0.0110765787,0.0079840915,0.0110765787,0.2674079866,0.1114447469,0.2674079866,0.1114447469,0.0356072730,0.0110930846,0.0356072730,0.0110930846,0.2812788585,0.2104829492,0.2812788585,0.2104829492,0.0962299128,0.0316835241,0.0161516242,0.6469768710,0.2004744342,0.0651914027,0.3461264635,0.1293573017,0.2425427165
JN_TS_004_tumour_inv_tile_10763_10849,tumour_inv,JN_TS_004_tile_10763_10849,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_004/JN_TS_004_tile_10763_10849_cl.png,7921,7921,3,3,0,0.0933983299,0.4106828225,0.0144137397,0.2855153811,0.1209353478,0.0750543790,0.0837289020,0.3283980471,0.0142533820,0.3976546992,0.1071347228,0.0688302468,0.0871563648,0.3268216253,0.0124565255,0.3869894972,0.1130800907,0.0734958965,0.0880629468,0.4324253038,0.0134233761,0.2779469726,0.1244631567,0.0636782440,0.0879068761,0.3885124348,0.0144128624,0.3270762612,0.1188507732,0.0632407922,0.0783884376,0.3822389935,0.0136997579,0.3449230090,0.1168221404,0.0639276617,0.0996958219,0.3987722394,0.0181760790,0.2429714761,0.1423634068,0.0980209768,0.0986929595,0.3857318451,0.0173754776,0.2777804551,0.1369513958,0.0834678669,0.0937808483,0.4000110480,0.0187962006,0.2593270776,0.1320609504,0.0960238751,0.0072771493,0.0092953443,0.0072771493,0.0092953443,0.0442695663,0.0395375459,0.0442695663,0.0395375459,0.0003535703,0.0044080367,0.0003535703,0.0044080367,0.0616019180,0.0966935229,0.0616019180,0.0966935229,0.0085995766,0.0234085306,0.0085995766,0.0234085306,0.0011020555,0.0200440655,0.0011020555,0.0200440655,0.0213073843,0.0069437153,0.0066244835,0.0347801846,0.0135103949,0.0195402052,0.1546832231,0.0557180165,0.0671425539
JN_TS_004_tumour_inv_tile_16864_7820,tumour_inv,JN_TS_004_tile_16864_7820,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_004/JN_TS_004_tile_16864_7820_cl.png,7921,7921,3,3,0,0.1699031508,0.1494408574,0.0159423783,0.5449661387,0.0905833907,0.0291640840,0.1480093915,0.1190603020,0.0084003132,0.6578772389,0.0577931913,0.0088595631,0.1883349116,0.1127321511,0.0103710399,0.5296049989,0.1136532943,0.0453036042,0.2296480041,0.2377674894,0.0350233211,0.2774769658,0.1670797333,0.0530044864,0.1702754499,0.1542066452,0.0175225929,0.5005023025,0.1024625366,0.0550304729,0.1807337384,0.1100621895,0.0078154223,0.6448376705,0.0492777070,0.0072732723,0.1990625000,0.1889350895,0.0284438131,0.3110779672,0.1357988981,0.1366817321,0.1857074627,0.2023402809,0.0246176265,0.3095477207,0.1603557824,0.1174311269,0.1767457243,0.1572936754,0.0176233930,0.4838304924,0.1150552399,0.0494514750,0.0175997602,0.0184227444,0.0175997602,0.0184227444,0.0653518068,0.0557785784,0.0653518068,0.0557785784,0.0145332191,0.0119903670,0.0145332191,0.0119903670,0.1749173634,0.2093307320,0.1749173634,0.2093307320,0.0384919270,0.0497266813,0.0384919270,0.0497266813,0.0389406503,0.0734123609,0.0389406503,0.0734123609,0.0816386126,0.0225600418,0.0180594618,0.1294084598,0.0443943345,0.0258663889,0.3804002731,0.1432343063,0.2338881715
JN_TS_004_tumour_inv_tile_7378_18446,tumour_inv,JN_TS_004_tile_7378_18446,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_004/JN_TS_004_tile_7378_18446_cl.png,7921,7921,3,3,0,0.0813718147,0.2449391644,0.0335398014,0.0394500402,0.4353176653,0.1653815140,0.0543323236,0.3282619359,0.0218411873,0.1056745035,0.2904638968,0.1994261529,0.0639642160,0.3177124943,0.0234208563,0.1007274449,0.2966243400,0.1975506485,0.0448766824,0.4538241655,0.0185248930,0.0339405987,0.2667429693,0.1820906911,0.0393096312,0.4891696360,0.0158772601,0.0482375255,0.2494564423,0.1579495048,0.0571113444,0.3727734559,0.0170160522,0.1411074490,0.2601082292,0.1518834693,0.1174692952,0.2563309229,0.0591616449,0.0547586662,0.3705473772,0.1417320937,0.0938457368,0.3252565890,0.0436562712,0.0523029901,0.3552118114,0.1297266015,0.0953453570,0.3766094180,0.0382067837,0.0828807966,0.3095125976,0.0974450471,0.0090989583,0.0356640115,0.0090989583,0.0356640115,0.0373337051,0.0224277785,0.0373337051,0.0224277785,0.0108608823,0.0207409516,0.0108608823,0.0207409516,0.0655221285,0.0186365119,0.0655221285,0.0186365119,0.0687876150,0.0042886280,0.0687876150,0.0042886280,0.0141083780,0.0644848577,0.0141083780,0.0644848577,0.0781596640,0.0264107965,0.0395134132,0.1019811058,0.0329458240,0.0403585974,0.1071668503,0.0363966648,0.0524899194
JN_TS_005_tumour_inv_tile_13587_10688,tumour_inv,JN_TS_005_tile_13587_10688,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_005/JN_TS_005_tile_13587_10688_cl.png,7921,7921,3,3,0,0.0470018365,0.0958491162,0.0046192034,0.7526964245,0.0838342229,0.0159991965,0.0360376292,0.1010860211,0.0058847659,0.6661457437,0.1358280839,0.0550177561,0.0360573060,0.0750698749,0.0027832300,0.8186570248,0.0556716311,0.0117609332,0.0595464298,0.0742352529,0.0028101442,0.7905475141,0.0644071346,0.0084535243,0.0414630730,0.0806038125,0.0026216935,0.7676701581,0.0899871983,0.0176540646,0.0320630099,0.0599734088,0.0016679001,0.8513522197,0.0450020366,0.0099414249,0.0664349461,0.0731640266,0.0045365588,0.7877871040,0.0605919995,0.0074853650,0.0638034548,0.0677092297,0.0025753560,0.8177311739,0.0395284729,0.0086523126,0.0319146006,0.0563448404,0.0013970673,0.8324202250,0.0670240760,0.0108991908,0.0243160987,0.0143520766,0.0243160987,0.0143520766,0.0172867572,0.0249289718,0.0172867572,0.0249289718,0.0020392363,0.0015927391,0.0020392363,0.0015927391,0.0571328089,0.0668131033,0.0571328089,0.0668131033,0.0137118711,0.0360631298,0.0137118711,0.0360631298,0.0002211543,0.0185803392,0.0002211543,0.0185803392,0.0345203455,0.0138310149,0.0235088006,0.0475323911,0.0149535379,0.0073468839,0.1852064760,0.0551358132,0.0509868667
JN_TS_005_tumour_inv_tile_8818_12453,tumour_inv,JN_TS_005_tile_8818_12453,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_005/JN_TS_005_tile_8818_12453_cl.png,7921,7921,3,3,0,0.0005281508,0.1529084883,0.0001751894,0.5277456382,0.3162746786,0.0023678547,0.0099277994,0.0912101419,0.0009761569,0.5796682271,0.3119318899,0.0062857848,0.0165815829,0.0634410870,0.0009844180,0.7076893939,0.2021308253,0.0091726928,0.0014414306,0.1128935607,0.0003793616,0.5789218386,0.3033216011,0.0030422074,0.0299084673,0.0583468019,0.0013845398,0.7564907559,0.1503090877,0.0035603475,0.0171607690,0.0523312451,0.0006817034,0.7728169139,0.1513764586,0.0056329099,0.0019133092,0.0764006543,0.0002365989,0.4475120523,0.4718365473,0.0021008379,0.0202861634,0.0614544250,0.0011958854,0.7978008502,0.1161553532,0.0031073228,0.0082132404,0.0677904040,0.0002869605,0.6364544594,0.2824144858,0.0048404500,0.0126909005,0.0011250600,0.0126909005,0.0011250600,0.0528799891,0.0339714113,0.0528799891,0.0339714113,0.0003873107,0.0001387732,0.0003873107,0.0001387732,0.1875937460,0.0222213676,0.1875937460,0.0222213676,0.1518370191,0.0133563308,0.1518370191,0.0133563308,0.0040450509,0.0025925739,0.0040450509,0.0025925739,0.0293803164,0.0099999860,0.0152474598,0.0070718549,0.0022818658,0.0025907026,0.3502887979,0.1211935828,0.1775689173
