labeled_tile_id,true_group,tile_id,cl_png,image_height,image_width,grid_rows,grid_cols,unknown_pixels_total,c0_tumor,c0_stroma,c0_immune_cells,c0_necrosis,c0_other,c0_ignore,c1_tumor,c1_stroma,c1_immune_cells,c1_necrosis,c1_other,c1_ignore,c2_tumor,c2_stroma,c2_immune_cells,c2_necrosis,c2_other,c2_ignore,c3_tumor,c3_stroma,c3_immune_cells,c3_necrosis,c3_other,c3_ignore,c4_tumor,c4_stroma,c4_immune_cells,c4_necrosis,c4_other,c4_ignore,c5_tumor,c5_stroma,c5_immune_cells,c5_necrosis,c5_other,c5_ignore,c6_tumor,c6_stroma,c6_immune_cells,c6_necrosis,c6_other,c6_ignore,c7_tumor,c7_stroma,c7_immune_cells,c7_necrosis,c7_other,c7_ignore,c8_tumor,c8_stroma,c8_immune_cells,c8_necrosis,c8_other,c8_ignore,contrast_lr_tumor,contrast_tb_tumor,contrast_strip_lr_tumor,contrast_strip_tb_tumor,contrast_lr_stroma,contrast_tb_stroma,contrast_strip_lr_stroma,contrast_strip_tb_stroma,contrast_lr_immune_cells,contrast_tb_immune_cells,contrast_strip_lr_immune_cells,contrast_strip_tb_immune_cells,contrast_lr_necrosis,contrast_tb_necrosis,contrast_strip_lr_necrosis,contrast_strip_tb_necrosis,contrast_lr_other,contrast_tb_other,contrast_strip_lr_other,contrast_strip_tb_other,contrast_lr_ignore,contrast_tb_ignore,contrast_strip_lr_ignore,contrast_strip_tb_ignore,cellspread_tumor_maxmin,cellspread_tumor_std,cellspread_tumor_iqr,cellspread_ignore_maxmin,cellspread_ignore_std,cellspread_ignore_iqr,cellspread_necrosis_maxmin,cellspread_necrosis_std,cellspread_necrosis_iqr
JN_TS_004_margin_tile_22047_11885,margin,JN_TS_004_tile_22047_11885,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_004/JN_TS_004_tile_22047_11885_cl.png,7921,7921,3,3,0,0.0124302686,0.2194082874,0.0045246499,0.2036359332,0.3913666494,0.1686342114,0.0196707228,0.2199951522,0.0073860051,0.1903365346,0.2728998141,0.2897117713,0.0288118400,0.2835393710,0.0092778639,0.2233396465,0.2323616850,0.2226695937,0.0439761110,0.1521466559,0.0051033814,0.2659615848,0.3897870699,0.1430251971,0.0171774974,0.2090649288,0.0051873286,0.1907418922,0.3295441170,0.2482842360,0.0159468119,0.3362955090,0.0058243836,0.1820436474,0.1971147006,0.2627749475,0.0298971247,0.1444889233,0.0039263372,0.2903777835,0.3997879362,0.1315218951,0.0205321389,0.2001715374,0.0052450862,0.1820588505,0.3242342490,0.2677581380,0.0182897153,0.3509032082,0.0077708907,0.2064257633,0.2105115071,0.2060989153,0.0077517123,0.0026020492,0.0077517123,0.0026020492,0.1515647405,0.0091263806,0.1515647405,0.0091263806,0.0031062565,0.0014154016,0.0031062565,0.0014154016,0.0493887481,0.0205167610,0.0493887481,0.0205167610,0.1803179209,0.0126351812,0.1803179209,0.0126351812,0.0827873843,0.0252122093,0.0827873843,0.0252122093,0.0315458424,0.0097215386,0.0116343426,0.1581898762,0.0572156284,0.0941407361,0.1083341361,0.0385990362,0.0330031119
JN_TS_005_margin_tile_16098_16851,margin,JN_TS_005_tile_16098_16851,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_005/JN_TS_005_tile_16098_16851_cl.png,7921,7921,3,3,0,0.0165534607,0.0489795684,0.0010966196,0.7287283345,0.1954793675,0.0091626492,0.0183698496,0.0353810253,0.0012185467,0.6905383349,0.2481971361,0.0062951075,0.0257367711,0.0450068871,0.0037373737,0.7500334309,0.1656864096,0.0097991276,0.0223677039,0.0462904318,0.0022126318,0.5696906590,0.3456315331,0.0138070405,0.0182190922,0.0495503794,0.0022351636,0.5505903255,0.3593451989,0.0200598404,0.0129770346,0.0565974493,0.0022536516,0.4409492502,0.4177019150,0.0695206992,0.0082270145,0.0888424013,0.0028703225,0.2123411674,0.4692619376,0.2184571568,0.0089722958,0.0945195518,0.0036527716,0.1823467064,0.4206093020,0.2898993724,0.0091458620,0.0882752238,0.0049276860,0.1813718147,0.3695037018,0.3467757117,0.0002371629,0.0114383030,0.0002371629,0.0114383030,0.0019223862,0.0474232321,0.0019223862,0.0474232321,0.0015797125,0.0017994133,0.0015797125,0.0017994133,0.0461352217,0.5310801373,0.0461352217,0.5310801373,0.0191602706,0.2166706761,0.0191602706,0.2166706761,0.0615562307,0.2766251188,0.0615562307,0.2766251188,0.0175097567,0.0062331452,0.0092239875,0.3404806042,0.1369895780,0.2086580292,0.5686616162,0.2353349061,0.4781971675
JN_TS_005_margin_tile_6848_15741,margin,JN_TS_005_tile_6848_15741,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_005/JN_TS_005_tile_6848_15741_cl.png,7921,7921,3,3,0,0.0115452824,0.0805686123,0.0015876090,0.3825893882,0.4987500000,0.0249591081,0.0499575459,0.0423059160,0.0054520498,0.5366117632,0.3492270777,0.0164456473,0.0408849862,0.0469081439,0.0027744777,0.6654620064,0.2345642505,0.0094061352,0.0058146306,0.0683787420,0.0015074065,0.1917735190,0.5099336799,0.2225920221,0.0139811704,0.0662880127,0.0042297496,0.4440206220,0.4256648966,0.0458155487,0.0297595895,0.0579202667,0.0033637683,0.5303340103,0.3655205501,0.0131018152,0.0099994261,0.1019992539,0.0052671602,0.2219224920,0.4412000689,0.2196115989,0.0105932957,0.1216907335,0.0055207509,0.2584876596,0.4828785297,0.1208290306,0.0141485882,0.0960145489,0.0022549357,0.3936528639,0.4689286329,0.0250004304,0.0191446083,0.0225488349,0.0191446083,0.0225488349,0.0167012162,0.0499739547,0.0167012162,0.0499739547,0.0000103353,0.0010762367,0.0000103353,0.0010762367,0.2643878271,0.2368667141,0.2643878271,0.2368667141,0.1269567718,0.1034886345,0.1269567718,0.1034886345,0.1398847828,0.1048767231,0.1398847828,0.1048767231,0.0441429153,0.0156348645,0.0191662938,0.2131858869,0.0881454678,0.1043833832,0.4736884874,0.1594631646,0.2718463507
JN_TS_006_margin_tile_3563_12780,margin,JN_TS_006_tile_3563_12780,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_006/JN_TS_006_tile_3563_12780_cl.png,7921,7921,3,3,0,0.0217217631,0.1359756657,0.0177525253,0.5486386593,0.2759113866,0.0000000000,0.0229412642,0.1459066240,0.0157877526,0.5281413147,0.2872230445,0.0000000000,0.1130371901,0.2356037649,0.0757782369,0.2260766758,0.3495041322,0.0000000000,0.0186832352,0.1267862265,0.0157757048,0.5715138894,0.2672409441,0.0000000000,0.0601369400,0.1058438130,0.0598754301,0.4870735429,0.2870702740,0.0000000000,0.2620902321,0.1543876860,0.2039229860,0.0379533694,0.3416457265,0.0000000000,0.0166276400,0.1138498623,0.0151652893,0.6063980716,0.2479591368,0.0000000000,0.0740014687,0.2176913015,0.0531817608,0.3580915172,0.2970339518,0.0000000000,0.2274196511,0.2379224059,0.1370523416,0.0870202020,0.3105853994,0.0000000000,0.1818381450,0.0534495141,0.1818381450,0.0534495141,0.0837673674,0.0173258383,0.0837673674,0.0173258383,0.1226866817,0.0320269590,0.1226866817,0.0320269590,0.4585001244,0.0837822863,0.4585001244,0.0837822863,0.0702079302,0.0190200251,0.0702079302,0.0190200251,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2454625921,0.0934084607,0.0913154270,0.0000000000,0.0000000000,0.0000000000,0.5684447023,0.2169915142,0.3225619835
JN_TS_006_margin_tile_9129_7057,margin,JN_TS_006_tile_9129_7057,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_006/JN_TS_006_tile_9129_7057_cl.png,7921,7921,3,3,0,0.0220638200,0.0907093664,0.0194421488,0.6101423324,0.2576423324,0.0000000000,0.0248924306,0.0811733388,0.0198444116,0.6462634677,0.2278263514,0.0000000000,0.0282966024,0.0924058770,0.0262534435,0.5836432507,0.2694008264,0.0000000000,0.0356809289,0.0907914816,0.0273983684,0.6003430748,0.2457861462,0.0000000000,0.0810823869,0.1540419113,0.0403350251,0.4290722666,0.2954684101,0.0000000000,0.0596026528,0.1512713274,0.0400330453,0.4708816679,0.2782113066,0.0000000000,0.0770523416,0.1972038567,0.0387970615,0.3664738292,0.3204729109,0.0000000000,0.1879527957,0.1800689592,0.0589784632,0.3588212683,0.2141785136,0.0000000000,0.1661455464,0.2324403122,0.0544054178,0.2697635445,0.2772451791,0.0000000000,0.0397492370,0.1186326102,0.0397492370,0.1186326102,0.0324709373,0.1151415153,0.0324709373,0.1151415153,0.0116847760,0.0288803129,0.0116847760,0.0288803129,0.0842235911,0.2816634696,0.0842235911,0.2816634696,0.0003186408,0.0190090311,0.0003186408,0.0190090311,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1658889756,0.0616214529,0.0527857845,0.0000000000,0.0000000000,0.0000000000,0.3764999232,0.1342698779,0.2338692456
JN_TS_007_margin_tile_16162_8015,margin,JN_TS_007_tile_16162_8015,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_007/JN_TS_007_tile_16162_8015_cl.png,7921,7921,3,3,0,0.1148137626,0.3052726125,0.1000717401,0.0192861857,0.2349667126,0.2255889865,0.1015897330,0.2601103806,0.0706306725,0.0310380882,0.2243613243,0.3122698014,0.0278066173,0.1535311926,0.0290640783,0.0188637798,0.1569098657,0.6138244663,0.1222549711,0.3622795543,0.1049662662,0.0193072814,0.2695931293,0.1215987975,0.1496880018,0.2376991091,0.1131146180,0.0250352658,0.2216271503,0.2528358548,0.0835288229,0.2370889413,0.0703885695,0.0290471929,0.1987765768,0.3811698966,0.1521483299,0.3431780877,0.1149974174,0.0281373393,0.2505822429,0.1109565829,0.1029442475,0.2985030636,0.0874417691,0.0243953163,0.2154772354,0.2712383682,0.0881056302,0.2951647153,0.0774767562,0.0237376607,0.2068140209,0.3087012167,0.0632586644,0.0329960315,0.0632586644,0.0329960315,0.1083151351,0.0726438936,0.1083151351,0.0726438936,0.0477020066,0.0267164839,0.0477020066,0.0267164839,0.0016392756,0.0023607542,0.0016392756,0.0023607542,0.0642138738,0.0188785322,0.0642138738,0.0188785322,0.2818504042,0.1535956954,0.2818504042,0.1535956954,0.1243417126,0.0376407902,0.0341493410,0.5028678834,0.1501257235,0.0866808149,0.0121743083,0.0045158664,0.0088300579
JN_TS_008_margin_tile_17284_14465,margin,JN_TS_008_tile_17284_14465,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_008/JN_TS_008_tile_17284_14465_cl.png,7921,7921,3,3,0,0.0636244548,0.0772869318,0.0390065427,0.0641716885,0.1096025597,0.6463078225,0.1199142600,0.1796844343,0.0560862793,0.1425810070,0.2099643730,0.2917696465,0.1022182048,0.1410036444,0.0495953857,0.1160654844,0.1835420971,0.4075751837,0.1065112503,0.1327784184,0.0690855450,0.0592010602,0.2000032988,0.4324204273,0.1374419148,0.1684514761,0.0898673397,0.0767322052,0.2279187272,0.2995883371,0.1044540922,0.1626249240,0.0594114660,0.0668218535,0.2076262435,0.3990614207,0.0708845558,0.1353198175,0.0603024564,0.0502423382,0.2182034837,0.4650473485,0.0307730371,0.0834733170,0.0479834314,0.0263322835,0.1560639049,0.6553740261,0.0197050046,0.0875414658,0.0300862316,0.0287758264,0.1733317551,0.6605597165,0.0048809864,0.0547981074,0.0048809864,0.0547981074,0.0152616222,0.0305468034,0.0152616222,0.0305468034,0.0097671536,0.0021053627,0.0097671536,0.0021053627,0.0126826925,0.0724892439,0.0126826925,0.0724892439,0.0122302512,0.0148300379,0.0122302512,0.0148300379,0.0255264258,0.1451094795,0.0255264258,0.1451094795,0.1177369102,0.0402445811,0.0428867956,0.3687900700,0.1469897068,0.2472464018,0.1162487235,0.0380667396,0.0264898670
JN_TS_008_margin_tile_4433_3944,margin,JN_TS_008_tile_4433_3944,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_008/JN_TS_008_tile_4433_3944_cl.png,7921,7921,3,3,0,0.0146124598,0.1131565657,0.0215916265,0.0274506428,0.2213092573,0.6018794479,0.0154022237,0.2051230308,0.0197880452,0.0192011463,0.2011178617,0.5393676924,0.0600081784,0.2453358873,0.0349997130,0.0628165174,0.2454686065,0.3513710973,0.0288103967,0.1495320012,0.0313755694,0.0305386791,0.2349729786,0.5247703751,0.0710390615,0.2041348089,0.0525961662,0.0588395702,0.2248392482,0.3885511452,0.0874229803,0.3099893291,0.0464068936,0.0756835680,0.2622799846,0.2182172444,0.0468072773,0.1515327996,0.0373867941,0.0605343205,0.2465716827,0.4571671258,0.1065168439,0.2581521864,0.0616870618,0.0989015008,0.2524508623,0.2222915448,0.0632702020,0.3729513889,0.0455895604,0.0364722509,0.2883336203,0.1933829775,0.0401570756,0.0421904871,0.0401570756,0.0421904871,0.1713517463,0.0730069637,0.1713517463,0.0730069637,0.0122140590,0.0227613439,0.0122140590,0.0227613439,0.0188162313,0.0288132552,0.0188162313,0.0288132552,0.0310760976,0.0398201466,0.0310760976,0.0398201466,0.2736152099,0.2065921965,0.2736152099,0.2065921965,0.0919043841,0.0316385461,0.0422286648,0.4084964704,0.1531532276,0.3024788303,0.0797003545,0.0259247663,0.0322778383
JN_TS_009_margin_tile_2687_7393,margin,JN_TS_009_tile_2687_7393,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_009/JN_TS_009_tile_2687_7393_cl.png,7921,7921,3,3,0,0.0174997130,0.1745143193,0.0098814853,0.0312883092,0.3001733242,0.4666428489,0.0057027584,0.1324103875,0.0045748569,0.0256993448,0.3990090703,0.4326035822,0.0070983988,0.1274444731,0.0039114153,0.0386135503,0.4446458907,0.3782862718,0.0202886017,0.1836177470,0.0089879293,0.0543785068,0.4534271626,0.2793000528,0.0523419683,0.3340279210,0.0210750549,0.0552469641,0.3675572386,0.1697508531,0.0466993391,0.2784300311,0.0158845651,0.0717182713,0.4603615194,0.1269062740,0.0282808196,0.1444008264,0.0091725494,0.0639237546,0.5088058138,0.2454162362,0.0449300368,0.2714482003,0.0156778883,0.0609413904,0.3942970982,0.2127053859,0.0524124770,0.2638669364,0.0173205062,0.0963343664,0.3755663166,0.1944993974,0.0133803602,0.0317741544,0.0133803602,0.0317741544,0.0557361826,0.0817822611,0.0557361826,0.0817822611,0.0030248409,0.0079343955,0.0030248409,0.0079343955,0.0190252058,0.0418661024,0.0190252058,0.0418661024,0.0060558087,0.0449469812,0.0060558087,0.0449469812,0.0972223982,0.2083038945,0.0972223982,0.2083038945,0.0467097187,0.0189359202,0.0291996261,0.3397365749,0.1206182882,0.1837868744,0.0706350216,0.0217703956,0.0253102043
JN_TS_010_margin_tile_14615_11100,margin,JN_TS_010_tile_14615_11100,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_010/JN_TS_010_tile_14615_11100_cl.png,7921,7921,3,3,0,0.1168698347,0.1962603306,0.0418163166,0.2646137511,0.2667289371,0.1137108299,0.0583023533,0.1417667780,0.0312535139,0.2459383211,0.3863115728,0.1364274609,0.0238871671,0.1715955005,0.0155155246,0.1366256313,0.4277182335,0.2246579431,0.1685905821,0.3224082935,0.0706384175,0.1555514440,0.2494961447,0.0333151182,0.1686134860,0.2109405164,0.0475675499,0.3095790451,0.2263572669,0.0369421356,0.0481150964,0.1522973965,0.0181494039,0.2737907760,0.3978219338,0.1098253933,0.1243448691,0.3152421947,0.1121272383,0.0806861226,0.3026770546,0.0649225207,0.1952242034,0.1820440777,0.0681200016,0.3238883056,0.2054524801,0.0252709316,0.0848691460,0.1371262339,0.0306625918,0.4034571568,0.3028179522,0.0410669192,0.0843112921,0.0684596211,0.0843112921,0.0684596211,0.1242972293,0.0415966324,0.1242972293,0.0415966324,0.0534181507,0.0407748256,0.0534181507,0.0407748256,0.1043407488,0.0536179605,0.1043407488,0.0536179605,0.1031519944,0.0899370854,0.1031519944,0.0899370854,0.0545339289,0.1145119541,0.0545339289,0.1145119541,0.1713370363,0.0601391553,0.1102882287,0.1993870115,0.0655951145,0.0767686942,0.3227710342,0.1021328472,0.1540276011
JN_TS_010_margin_tile_9700_11208,margin,JN_TS_010_tile_9700_11208,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_010/JN_TS_010_tile_9700_11208_cl.png,7921,7921,3,3,0,0.0601068928,0.1932641758,0.0306766529,0.1900133437,0.3330416380,0.1928972968,0.0961920416,0.1614182816,0.0411377118,0.2501745494,0.2681059459,0.1829714697,0.1262916093,0.2042883379,0.0524265381,0.2301119146,0.2677555383,0.1191260618,0.0513176540,0.1878868197,0.0253053538,0.1970828600,0.3497157298,0.1886915826,0.1777276200,0.2363092646,0.0493282968,0.2472700251,0.2086921626,0.0806726308,0.2171056934,0.2622632038,0.0530697452,0.2428826317,0.1959239785,0.0287547474,0.0635027835,0.2197632576,0.0249962695,0.2142843205,0.3315778524,0.1458755165,0.1785725965,0.2457158675,0.0385723957,0.3140276296,0.1861168003,0.0369947105,0.1809951791,0.2898338499,0.0380225551,0.2765558999,0.1848001320,0.0297923841,0.1164883838,0.0468266718,0.1164883838,0.0468266718,0.0518237128,0.0654473932,0.0518237128,0.0654473932,0.0208468541,0.0075498942,0.0208468541,0.0075498942,0.0493899740,0.0448560141,0.0493899740,0.0448560141,0.1219518571,0.0554694458,0.1219518571,0.0554694458,0.1165970676,0.0941107391,0.1165970676,0.0941107391,0.1657880394,0.0626926484,0.1150698130,0.1641425494,0.0697815920,0.1459767593,0.1240142859,0.0388588527,0.0358902289
JN_TS_011_margin_tile_11899_13199,margin,JN_TS_011_tile_11899_13199,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_11899_13199_cl.png,7921,7921,3,3,0,0.0848760331,0.3424624082,0.0485616104,0.0410567321,0.3897903753,0.0932528409,0.0839305589,0.4024052528,0.0321057508,0.0537019667,0.3383978463,0.0894586245,0.0981657484,0.3451340106,0.0559511306,0.0345199151,0.2658066460,0.2004225494,0.0404644705,0.2772608229,0.0227297110,0.0402194990,0.5302252934,0.0891002031,0.0889245279,0.2968165335,0.0555513420,0.0494001260,0.3902053669,0.1191021037,0.1098169311,0.3284149714,0.0762046344,0.0338835152,0.2747286381,0.1769513098,0.0053357438,0.1711393767,0.0027486513,0.0299449036,0.6025997188,0.1882316058,0.0147146398,0.1471270352,0.0104081328,0.0263378771,0.3327237731,0.4686885420,0.0211801251,0.1501832243,0.0150321396,0.0267932163,0.3060676366,0.4807436582,0.0328288524,0.0752472772,0.0328288524,0.0752472772,0.0109565328,0.2071840118,0.0109565328,0.2071840118,0.0243826440,0.0361431894,0.0243826440,0.0361431894,0.0053414961,0.0154008723,0.0053414961,0.0154008723,0.2253374889,0.0824654203,0.2253374889,0.0824654203,0.1625109558,0.2515099304,0.1625109558,0.2515099304,0.1044811873,0.0401371608,0.0677444028,0.3916434551,0.1552782726,0.1071697084,0.0273640896,0.0096315279,0.0111118285
JN_TS_011_margin_tile_8996_10421,margin,JN_TS_011_tile_8996_10421,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_8996_10421_cl.png,7921,7921,3,3,0,0.1224146292,0.3272565140,0.0766912018,0.0378642964,0.3677904040,0.0679829545,0.1060346460,0.3330926646,0.0687581036,0.0542824114,0.3808758735,0.0569563010,0.0911134068,0.3030358988,0.0515228994,0.0775408919,0.3901133494,0.0866735537,0.0864879866,0.3121225030,0.0496091643,0.0439164458,0.4311017693,0.0767621310,0.1148390919,0.3587233961,0.0690590994,0.0430063251,0.3208150791,0.0935570084,0.1095118642,0.3250206533,0.0808909332,0.0310109807,0.3595718162,0.0939937524,0.0119636708,0.2476048841,0.0053015955,0.0154896981,0.2761438246,0.4434963269,0.0186446537,0.2868937386,0.0107556539,0.0246622319,0.2978738540,0.3611698679,0.0131069215,0.1800330005,0.0072190657,0.0320292413,0.3758842688,0.3917275023,0.0023780314,0.0919491454,0.0023780314,0.0919491454,0.0262981162,0.0829511514,0.0262981162,0.0829511514,0.0026769789,0.0578986299,0.0026769789,0.0578986299,0.0144368912,0.0325021428,0.0144368912,0.0325021428,0.0168444788,0.0629592265,0.0168444788,0.0629592265,0.0052822013,0.3282602960,0.0052822013,0.3282602960,0.1104509584,0.0465850089,0.0908672105,0.3865400259,0.1615170823,0.2844077370,0.0620511938,0.0181058580,0.0129054651
JN_TS_012_margin_tile_11018_3851,margin,JN_TS_012_tile_11018_3851,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_11018_3851_cl.png,7921,7921,3,3,0,0.0413916150,0.0779839589,0.0161101067,0.1475803489,0.1320103019,0.5849236685,0.1118902964,0.1122019609,0.0443450025,0.2285360229,0.1835998187,0.3194268987,0.2913264750,0.1425571051,0.0489335112,0.3083465335,0.1520613809,0.0567749943,0.0578056693,0.0863378197,0.0227482129,0.1309992198,0.1341966140,0.5679124643,0.2428437130,0.1094854522,0.0651872053,0.1944778699,0.1288204057,0.2591853538,0.4216930284,0.0934422797,0.0327976375,0.4143882024,0.0342063670,0.0034724852,0.0835591713,0.1055357553,0.0292658115,0.1528310090,0.1307931589,0.4980150941,0.2928172295,0.1161870504,0.0626455773,0.2162992094,0.1267836449,0.1852672886,0.4281470960,0.0932321798,0.0523725895,0.3877483643,0.0333354855,0.0051642849,0.3194700479,0.1199717034,0.3194700479,0.1199717034,0.0197913436,0.0059293465,0.0197913436,0.0059293465,0.0219932024,0.0116317860,0.0219932024,0.0116317860,0.2263575075,0.0241385591,0.2263575075,0.0241385591,0.0591322805,0.0589197374,0.0591322805,0.0589197374,0.5284798209,0.0908929646,0.5284798209,0.0908929646,0.3867554809,0.1514185544,0.2092580582,0.5814511833,0.2334576127,0.4412400999,0.2833889826,0.1046712190,0.1555155246
JN_TS_012_margin_tile_19915_13138,margin,JN_TS_012_tile_19915_13138,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_19915_13138_cl.png,7921,7921,3,3,0,0.1110268882,0.1532702020,0.0400203742,0.2562858701,0.1925447658,0.2468518997,0.0659224295,0.1452467213,0.0366362891,0.4776135073,0.2385375432,0.0360435097,0.0866648014,0.1688036616,0.0277264118,0.3450146350,0.1772590966,0.1945313935,0.2452883148,0.1295966576,0.0477852168,0.2619135314,0.1622523034,0.1531639760,0.1755434967,0.1671291596,0.0420113261,0.3662134164,0.1881807016,0.0609218996,0.1193167476,0.1660909550,0.0296300758,0.3423459319,0.1748359207,0.1677803690,0.2448865071,0.0900189394,0.0447004132,0.2485567321,0.1342554809,0.2375819272,0.2562066137,0.1066373217,0.0503928436,0.2665711450,0.1497393951,0.1704526809,0.0995134584,0.1067464417,0.0188673669,0.3158564337,0.1291843147,0.3298319846,0.0985689009,0.1123308200,0.0985689009,0.1123308200,0.0229184198,0.0546392940,0.0229184198,0.0546392940,0.0187607166,0.0031925162,0.0187607166,0.0031925162,0.0788202890,0.0826432339,0.0788202890,0.0826432339,0.0025910727,0.0650540716,0.0025910727,0.0650540716,0.0181819814,0.0868132633,0.0181819814,0.0868132633,0.1902841841,0.0756445822,0.1453730487,0.2937884749,0.0910023236,0.0844179512,0.2290567752,0.0737497756,0.0831011036
JN_TS_013_margin_tile_12979_13919,margin,JN_TS_013_tile_12979_13919,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_12979_13919_cl.png,7921,7921,3,3,0,0.1694282312,0.1539263372,0.0834141127,0.4097391529,0.1437954832,0.0396966827,0.2076590880,0.1266221473,0.0632646036,0.4621540567,0.1222856643,0.0180144401,0.2450321396,0.0876295627,0.0628084826,0.5339072544,0.0599487775,0.0106737833,0.0948943238,0.1969068764,0.0227942526,0.4073865788,0.1479115750,0.1301063934,0.1267192946,0.1679245854,0.0266183753,0.4513900667,0.1369445586,0.0904031194,0.1973390187,0.1382112492,0.0379935286,0.5143053022,0.0979616307,0.0141892706,0.0724321338,0.1716612144,0.0139491506,0.2508222854,0.1677947084,0.3233405073,0.0656849162,0.1761416704,0.0113472858,0.3249556814,0.1791229218,0.2427475245,0.1793709826,0.1471546430,0.0190652261,0.4958854167,0.1071883609,0.0513353708,0.0949958174,0.1015438087,0.0949958174,0.1015438087,0.0498329911,0.0422598269,0.0498329911,0.0422598269,0.0000967596,0.0550418455,0.0000967596,0.0550418455,0.1587166521,0.1113790268,0.1587166521,0.1113790268,0.0648009992,0.0426920220,0.0648009992,0.0426920220,0.1389817196,0.1830128321,0.1389817196,0.1830128321,0.1793472234,0.0637701573,0.1024446950,0.3126667241,0.1113994102,0.1120919532,0.2830849690,0.0920293344,0.0884988379
JN_TS_013_margin_tile_14853_8902,margin,JN_TS_013_tile_14853_8902,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_14853_8902_cl.png,7921,7921,3,3,0,0.1265604913,0.1586600379,0.0415878960,0.3598682851,0.1742193239,0.1391039658,0.2482968171,0.1045735660,0.1101109543,0.3697714078,0.1183226624,0.0489245924,0.1996622475,0.1589121327,0.0546885044,0.4136182851,0.1403337351,0.0327850953,0.0859571673,0.2372429807,0.0131756796,0.3462601689,0.2097403417,0.1076236618,0.1562833832,0.1125369737,0.0673422242,0.4735460003,0.1231403088,0.0671511098,0.1949881243,0.1101696155,0.0564577525,0.5176059631,0.0969078804,0.0238706642,0.2131842573,0.1466325184,0.0359307564,0.4582422234,0.1097372876,0.0362729568,0.1342142554,0.1313280954,0.0372375305,0.5452475818,0.1294027457,0.0225697911,0.0551492195,0.1350918274,0.0045556416,0.6958925907,0.0923487718,0.0169619490,0.0080325585,0.0573239412,0.0080325585,0.0573239412,0.0461206538,0.0030310985,0.0461206538,0.0030310985,0.0083358555,0.0428878087,0.0083358555,0.0428878087,0.1542487205,0.1853748060,0.1542487205,0.1853748060,0.0547021887,0.0337956387,0.0547021887,0.0337956387,0.0697942920,0.0483363188,0.0697942920,0.0483363188,0.1931475976,0.0628705922,0.0731017562,0.1221420168,0.0423366428,0.0432804456,0.3496324218,0.1115206385,0.1478345553
