group,tile_id,cl_png,total_pixels,palette_pixels,unknown_pixels,entropy_nats_palette,count_tumor,frac_of_all_tumor,frac_of_palette_tumor,count_stroma,frac_of_all_stroma,frac_of_palette_stroma,count_immune_cells,frac_of_all_immune_cells,frac_of_palette_immune_cells,count_necrosis,frac_of_all_necrosis,frac_of_palette_necrosis,count_other,frac_of_all_other,frac_of_palette_other,count_ignore,frac_of_all_ignore,frac_of_palette_ignore
margin,JN_TS_003_margin_tile_21405_5778,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_003/JN_TS_003_tile_21405_5778_cl.png,62742241,62742241,0,1.5946326032511422,4562108,0.07271190711852323,0.07271190711852323,9335366,0.14878917060039343,0.14878917060039343,1670558,0.026625730502676817,0.026625730502676817,15761440,0.2512093885840004,0.2512093885840004,11705593,0.18656638356286956,0.18656638356286956,19707176,0.3140974196315366,0.3140974196315366
margin,JN_TS_003_margin_tile_21741_9476,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_003/JN_TS_003_tile_21741_9476_cl.png,62742241,62742241,0,1.5387546830425345,4741605,0.07557277082276995,0.07557277082276995,7987046,0.12729934208119853,0.12729934208119853,1052962,0.016782346043393636,0.016782346043393636,17322330,0.27608720574708195,0.27608720574708195,9793604,0.15609267128345,0.15609267128345,21844694,0.3481656640221059,0.3481656640221059
margin,JN_TS_002_margin_tile_14969_1849,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_002/JN_TS_002_tile_14969_1849_cl.png,62742241,62742241,0,1.504820928428534,6911971,0.1101645540521895,0.1101645540521895,7142368,0.11383667344620349,0.11383667344620349,2606183,0.041537932953335216,0.041537932953335216,29663587,0.47278494563176343,0.47278494563176343,9649201,0.15379114367304794,0.15379114367304794,6768931,0.10788475024346038,0.10788475024346038
margin,JN_TS_002_margin_tile_14477_11069,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_002/JN_TS_002_tile_14477_11069_cl.png,62742241,62742241,0,1.2348423499687977,7712170,0.1229183063448435,0.1229183063448435,5278698,0.08413308029593651,0.08413308029593651,1307441,0.020838289789489668,0.020838289789489668,38720826,0.6171412653239466,0.6171412653239466,6202859,0.09886256692680136,0.09886256692680136,3520247,0.05610649131898238,0.05610649131898238
margin,JN_TS_001_margin_tile_8969_10184,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_001/JN_TS_001_tile_8969_10184_cl.png,62742241,62742241,0,1.3812537849993696,3023194,0.04818434840413176,0.04818434840413176,6091688,0.09709069843393066,0.09709069843393066,1372395,0.021873541303696818,0.021873541303696818,10595866,0.16887930413578947,0.16887930413578947,9313151,0.14843510291575335,0.14843510291575335,32345947,0.515537004806698,0.515537004806698
margin,JN_TS_001_margin_tile_6847_16838,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_001/JN_TS_001_tile_6847_16838_cl.png,62742241,62742241,0,1.5352593649590756,3441628,0.054853443950145166,0.054853443950145166,9266100,0.14768519345682918,0.14768519345682918,1374838,0.0219124783891605,0.0219124783891605,10286899,0.16395491834599915,0.16395491834599915,15513772,0.24726200009336613,0.24726200009336613,22859004,0.3643319657644999,0.3643319657644999
margin,JN_TS_013_margin_tile_14853_8902,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_14853_8902_cl.png,62742241,62742241,0,1.4968195615272255,9859654,0.1571453910930596,0.1571453910930596,9028796,0.14390298873768312,0.14390298873768312,2935736,0.046790423058047925,0.046790423058047925,29140491,0.46444772350417,0.46444772350417,8324883,0.1326838644478765,0.1326838644478765,3452681,0.0550296091591628,0.0550296091591628
margin,JN_TS_013_margin_tile_12979_13919,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_12979_13919_cl.png,62742241,62742241,0,1.5565138819721345,9470783,0.15094747731436625,0.15094747731436625,9524287,0.1518002361439401,0.1518002361439401,2378909,0.03791558863828278,0.03791558863828278,26843659,0.4278402966193063,0.4278402966193063,8107490,0.12921900574128362,0.12921900574128362,6417113,0.10227739554282099,0.10227739554282099
margin,JN_TS_012_margin_tile_11018_3851,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_11018_3851_cl.png,62742241,62742241,0,1.6505030519930948,13744004,0.21905503821580105,0.21905503821580105,6531917,0.10410716760977665,0.10410716760977665,2610231,0.04160245089109903,0.04160245089109903,15205780,0.24235315407366467,0.24235315407366467,7360498,0.117313278625161,0.117313278625161,17289811,0.2755689105844976,0.2755689105844976
margin,JN_TS_012_margin_tile_19915_13138,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_19915_13138_cl.png,62742241,62742241,0,1.6595662465715282,9790632,0.156045302876574,0.156045302876574,8599609,0.1370625094503717,0.1370625094503717,2354780,0.03753101518959133,0.03753101518959133,20080529,0.3200480040233182,0.3200480040233182,10783413,0.17186847055718013,0.17186847055718013,11133278,0.1774446979029646,0.1774446979029646
margin,JN_TS_011_margin_tile_8996_10421,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_8996_10421_cl.png,62742241,62742241,0,1.5067822625853386,4699778,0.07490612265507061,0.07490612265507061,18640413,0.2970951101348133,0.2970951101348133,2926811,0.046648174393388336,0.046648174393388336,2508313,0.03997805880092807,0.03997805880092807,22309480,0.35557352820725674,0.35557352820725674,11657446,0.18579900580854292,0.18579900580854292
margin,JN_TS_010_margin_tile_9700_11208,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_010/JN_TS_010_tile_9700_11208_cl.png,62742241,62742241,0,1.661758149538449,8030042,0.12798462203477878,0.12798462203477878,13947890,0.2223046193074296,0.2223046193074296,2464679,0.03928261025933071,0.03928261025933071,15075042,0.24026942231789267,0.24026942231789267,16213148,0.2584088126530259,0.2584088126530259,7011440,0.11174991342754238,0.11174991342754238
margin,JN_TS_011_margin_tile_11899_13199,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_11899_13199_cl.png,62742241,62742241,0,1.4623899723092215,3816347,0.060825799958276916,0.060825799958276916,17156410,0.27344273533360086,0.27344273533360086,2226012,0.0354786817385117,0.0354786817385117,2341462,0.037318749899290335,0.037318749899290335,23915486,0.38117041436247073,0.38117041436247073,13286524,0.21176361870784946,0.21176361870784946
margin,JN_TS_010_margin_tile_14615_11100,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_010/JN_TS_010_tile_14615_11100_cl.png,62742241,62742241,0,1.6327627276153611,6893789,0.10987476523192724,0.10987476523192724,12755369,0.2032979504190805,0.2032979504190805,3038452,0.048427533852353155,0.048427533852353155,15296485,0.24379883083870083,0.24379883083870083,19278070,0.3072582313405095,0.3072582313405095,5480076,0.08734268831742877,0.08734268831742877
margin,JN_TS_009_margin_tile_2687_7393,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_009/JN_TS_009_tile_2687_7393_cl.png,62742241,62742241,0,1.3697168799450608,1918998,0.030585423303576293,0.030585423303576293,13317107,0.2122510574654163,0.2122510574654163,742397,0.011832490968883308,0.011832490968883308,3472721,0.055349011202835426,0.055349011202835426,25820755,0.4115370217649701,0.4115370217649701,17470263,0.27844499529431854,0.27844499529431854
margin,JN_TS_008_margin_tile_4433_3944,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_008/JN_TS_008_tile_4433_3944_cl.png,62742241,62742241,0,1.4856173939170534,3443217,0.05487876979083358,0.05487876979083358,14011769,0.22332273722897467,0.22332273722897467,2449965,0.03904809520590761,0.03904809520590761,3279669,0.05227210484878919,0.05227210484878919,15178915,0.24192497363937002,0.24192497363937002,24378706,0.38855331928612497,0.38855331928612497
margin,JN_TS_008_margin_tile_17284_14465,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_008/JN_TS_008_tile_17284_14465_cl.png,62742241,62742241,0,1.4880984517812599,5267400,0.0839530102216145,0.0839530102216145,8144003,0.12980095817744222,0.12980095817744222,3495818,0.055717136402571275,0.055717136402571275,4398470,0.07010380773616294,0.07010380773616294,11755779,0.18736625935946408,0.18736625935946408,29680771,0.473058828102745,0.473058828102745
margin,JN_TS_007_margin_tile_16162_8015,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_007/JN_TS_007_tile_16162_8015_cl.png,62742241,62742241,0,1.5840960811151983,6573371,0.10476787081927788,0.10476787081927788,17378324,0.2769796507587289,0.2769796507587289,5355189,0.08535221112041567,0.08535221112041567,1525690,0.0243167916173093,0.0243167916173093,13797161,0.21990226648104583,0.21990226648104583,18112506,0.28868120920322243,0.28868120920322243
margin,JN_TS_006_margin_tile_3563_12780,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_006/JN_TS_006_tile_3563_12780_cl.png,62742241,62742241,0,1.4214173624850468,5693104,0.09073797666870076,0.09073797666870076,10275224,0.1637688395605761,0.1637688395605761,4143056,0.06603296174900734,0.06603296174900734,24057964,0.38344126088833835,0.38344126088833835,18572893,0.29601896113337745,0.29601896113337745,0,0.0,0.0
margin,JN_TS_006_margin_tile_9129_7057,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_006/JN_TS_006_tile_9129_7057_cl.png,62742241,62742241,0,1.295848369364426,4759872,0.07586391439221943,0.07586391439221943,8854276,0.1411214495829054,0.1411214495829054,2269116,0.03616568302047101,0.03616568302047101,30223784,0.481713491872246,0.481713491872246,16635193,0.26513546113215813,0.26513546113215813,0,0.0,0.0
margin,JN_TS_005_margin_tile_6848_15741,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_005/JN_TS_005_tile_6848_15741_cl.png,62742241,62742241,0,1.224857192933873,1301444,0.020742708249773863,0.020742708249773863,4754901,0.07578468547210483,0.07578468547210483,222798,0.0035510048166752604,0.0035510048166752604,25270135,0.4027611159123245,0.4027611159123245,26328619,0.4196314728382112,0.4196314728382112,4864344,0.07752901271091034,0.07752901271091034
tumour_inv,JN_TS_012_tumour_inv_tile_10912_14661,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_10912_14661_cl.png,62742241,62742241,0,1.2928331071061352,20015864,0.3190173586563476,0.3190173586563476,5963211,0.09504300300653909,0.09504300300653909,1024626,0.016330720479046962,0.016330720479046962,29902146,0.4765871528242034,0.4765871528242034,3369783,0.053708362122417655,0.053708362122417655,2466611,0.03931340291144526,0.03931340291144526
tumour_inv,JN_TS_012_tumour_inv_tile_12422_7452,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_12422_7452_cl.png,62742241,62742241,0,1.1802258932691116,22638347,0.36081508468911716,0.36081508468911716,4718733,0.07520823172382382,0.07520823172382382,2058632,0.03281094151546165,0.03281094151546165,30442164,0.48519408160763655,0.48519408160763655,2643032,0.042125240633339826,0.042125240633339826,241333,0.003846419830620969,0.003846419830620969
tumour_inv,JN_TS_012_tumour_inv_tile_12561_12024,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_12561_12024_cl.png,62742241,62742241,0,1.425880951360868,28608577,0.45596995810207036,0.45596995810207036,7500474,0.11954424771024676,0.11954424771024676,2649383,0.042226464304964816,0.042226464304964816,16038178,0.2556201012966687,0.2556201012966687,6034263,0.09617544582126099,0.09617544582126099,1911366,0.030463782764788398,0.030463782764788398
tumour_inv,JN_TS_011_tumour_inv_tile_12975_8638,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_12975_8638_cl.png,62742241,62742241,0,1.478102774284665,5076311,0.08090739060468051,0.08090739060468051,24677512,0.39331575676425073,0.39331575676425073,3218975,0.05130475017620107,0.05130475017620107,3359918,0.05355113152556983,0.05355113152556983,19942768,0.3178523381082292,0.3178523381082292,6466757,0.10306863282106866,0.10306863282106866
tumour_inv,JN_TS_011_tumour_inv_tile_14964_6017,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_14964_6017_cl.png,62742241,62742241,0,1.6104725743278603,11233565,0.1790430947469664,0.1790430947469664,17768039,0.2831910163999402,0.2831910163999402,6944457,0.11068232325332467,0.11068232325332467,3804052,0.060629839472899925,0.060629839472899925,19212074,0.30620637219508945,0.30620637219508945,3780054,0.060247353931779386,0.060247353931779386
tumour_inv,JN_TS_011_tumour_inv_tile_10063_5647,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_10063_5647_cl.png,62742241,62742241,0,1.5646686303367823,6907136,0.11008749273077448,0.11008749273077448,21390197,0.3409217882415134,0.3409217882415134,3254801,0.05187575305128167,0.05187575305128167,3287175,0.052391737171134836,0.052391737171134836,18276128,0.291289053573971,0.291289053573971,9626804,0.15343417523132463,0.15343417523132463
tumour_inv,JN_TS_011_tumour_inv_tile_11860_2956,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_11860_2956_cl.png,62742241,62742241,0,1.5372178785677493,9102769,0.1450819871097687,0.1450819871097687,18155877,0.2893724659914522,0.2893724659914522,4735419,0.07547417695839076,0.07547417695839076,1422209,0.022667488080318966,0.022667488080318966,22044389,0.35134844800969095,0.35134844800969095,7281578,0.1160554338503784,0.1160554338503784
tumour_inv,JN_TS_010_tumour_inv_tile_11151_13664,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_010/JN_TS_010_tile_11151_13664_cl.png,62742241,62742241,0,1.598420110026644,11417876,0.18198068506988777,0.18198068506988777,20163211,0.3213658084033052,0.3213658084033052,4046990,0.06450184015582101,0.06450184015582101,9269117,0.14773327908386313,0.14773327908386313,15631722,0.24914191381847517,0.24914191381847517,2213325,0.0352764734686477,0.0352764734686477
tumour_inv,JN_TS_009_tumour_inv_tile_10116_4876,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_009/JN_TS_009_tile_10116_4876_cl.png,62742241,62742241,0,1.6230738961463387,9431294,0.15031809271842872,0.15031809271842872,21455164,0.34195724695265506,0.34195724695265506,3048654,0.04859013563127272,0.04859013563127272,6270553,0.09994148917951465,0.09994148917951465,15223720,0.24263908584329974,0.24263908584329974,7312856,0.11655394967482911,0.11655394967482911
tumour_inv,JN_TS_009_tumour_inv_tile_13939_13227,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_009/JN_TS_009_tile_13939_13227_cl.png,62742241,62742241,0,1.4470132249068535,3854689,0.061436903409299644,0.061436903409299644,25232340,0.4021587306707773,0.4021587306707773,1957330,0.031196367372341705,0.031196367372341705,2495522,0.03977419295558793,0.03977419295558793,16882878,0.26908312057262984,0.26908312057262984,12319482,0.1963506850193636,0.1963506850193636
tumour_inv,JN_TS_009_tumour_inv_tile_15794_3470,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_009/JN_TS_009_tile_15794_3470_cl.png,62742241,62742241,0,1.6715778182271341,9012827,0.14364847121096616,0.14364847121096616,19554025,0.31165646442242956,0.31165646442242956,5331314,0.0849716859810602,0.0849716859810602,4535243,0.07228372668422857,0.07228372668422857,14255073,0.22720057130251373,0.22720057130251373,10053759,0.16023908039880183,0.16023908039880183
tumour_inv,JN_TS_009_tumour_inv_tile_16638_17084,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_009/JN_TS_009_tile_16638_17084_cl.png,62742241,62742241,0,1.4318466288717764,5320973,0.08480686878876385,0.08480686878876385,26483429,0.4220988695638079,0.4220988695638079,2335604,0.0372253837729513,0.0372253837729513,1691543,0.026960194169666333,0.026960194169666333,17704893,0.2821845811978568,0.2821845811978568,9205799,0.1467241025069538,0.1467241025069538
tumour_inv,JN_TS_008_tumour_inv_tile_8556_3508,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_008/JN_TS_008_tile_8556_3508_cl.png,62742241,62742241,0,1.613988295600102,7595188,0.12105382082224318,0.12105382082224318,20686665,0.32970873641571075,0.32970873641571075,7189685,0.11459082247317243,0.11459082247317243,3221373,0.05134297004150681,0.05134297004150681,17509671,0.27907308889397175,0.27907308889397175,6539659,0.10423056135339508,0.10423056135339508
tumour_inv,JN_TS_008_tumour_inv_tile_12324_13069,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_008/JN_TS_008_tile_12324_13069_cl.png,62742241,62742241,0,1.585004595945721,6668682,0.10628695905203642,0.10628695905203642,22324683,0.35581583705306286,0.35581583705306286,4077376,0.06498613908291863,0.06498613908291863,3272154,0.052152329082411956,0.052152329082411956,15845004,0.25254125047908316,0.25254125047908316,10554342,0.168217485250487,0.168217485250487
tumour_inv,JN_TS_008_tumour_inv_tile_16883_9274,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_008/JN_TS_008_tile_16883_9274_cl.png,62742241,62742241,0,1.3837673507313042,4403855,0.07018963508173066,0.07018963508173066,29671392,0.47290934348360303,0.47290934348360303,2010835,0.03204914214014128,0.03204914214014128,3754103,0.05983374103580393,0.05983374103580393,17650943,0.2813247139196064,0.2813247139196064,5251113,0.0836934243391147,0.0836934243391147
tumour_inv,JN_TS_008_tumour_inv_tile_11465_1362,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_008/JN_TS_008_tile_11465_1362_cl.png,62742241,62742241,0,1.5730037581225795,7297986,0.1163169482581918,0.1163169482581918,15816993,0.25209480483809943,0.25209480483809943,3110120,0.04956979461412607,0.04956979461412607,19873139,0.31674257538872413,0.31674257538872413,14213531,0.22653846552914805,0.22653846552914805,2430472,0.03873741137171049,0.03873741137171049
tumour_inv,JN_TS_007_tumour_inv_tile_5132_8984,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_007/JN_TS_007_tile_5132_8984_cl.png,62742241,62742241,0,1.398952403012979,3963766,0.06317539725748718,0.06317539725748718,19328077,0.308055254194698,0.308055254194698,1706053,0.027191457825040073,0.027191457825040073,1089934,0.0173716141251633,0.0173716141251633,23716430,0.37799781490112855,0.37799781490112855,12937981,0.2062084616964829,0.2062084616964829
tumour_inv,JN_TS_007_tumour_inv_tile_14235_10857,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_007/JN_TS_007_tile_14235_10857_cl.png,62742241,62742241,0,1.4999245457531818,6427819,0.10244803018750956,0.10244803018750956,23541820,0.37521484130603494,0.37521484130603494,4749409,0.07569715273638378,0.07569715273638378,882253,0.014061547466881204,0.014061547466881204,17560337,0.2798806150389177,0.2798806150389177,9580603,0.15269781326427279,0.15269781326427279
tumour_inv,JN_TS_006_tumour_inv_tile_6932_15344,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_006/JN_TS_006_tile_6932_15344_cl.png,62742241,62742241,0,1.6817488910151568,10140055,0.16161448552658486,0.16161448552658486,14667086,0.23376732750110088,0.23376732750110088,5684671,0.0906035696111014,0.0906035696111014,9683762,0.15434198469257737,0.15434198469257737,18330515,0.29215588585686636,0.29215588585686636,4236152,0.06751674681176913,0.06751674681176913
tumour_inv,JN_TS_006_tumour_inv_tile_7455_9286,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_006/JN_TS_006_tile_7455_9286_cl.png,62742241,62742241,0,1.507526100037834,14765612,0.23533765712958835,0.23533765712958835,13622656,0.21712096639965411,0.21712096639965411,3598000,0.05734573618433553,0.05734573618433553,19491029,0.31065241995420595,0.31065241995420595,11264944,0.17954322033221606,0.17954322033221606,0,0.0,0.0
tumour_inv,JN_TS_006_tumour_inv_tile_8794_11849,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_006/JN_TS_006_tile_8794_11849_cl.png,62742241,62742241,0,1.6273374385341102,13319278,0.21228565935348084,0.21228565935348084,12780520,0.2036988127344702,0.2036988127344702,3390098,0.05403214717816662,0.05403214717816662,18503238,0.29490878402000337,0.29490878402000337,11868514,0.18916305523737986,0.18916305523737986,2880593,0.04591154147649906,0.04591154147649906
tumour_inv,JN_TS_006_tumour_inv_tile_11086_10091,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_006/JN_TS_006_tile_11086_10091_cl.png,62742241,62742241,0,1.598712491396256,14772112,0.23544125559684742,0.23544125559684742,8754344,0.13952871080903853,0.13952871080903853,4084568,0.06510076680238437,0.06510076680238437,22905131,0.36506714830284753,0.36506714830284753,8561273,0.13645150162870337,0.13645150162870337,3664813,0.058410616860178774,0.058410616860178774
tumour_inv,JN_TS_005_tumour_inv_tile_8818_12453,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_005/JN_TS_005_tile_8818_12453_cl.png,62742241,62742241,0,0.9180965255935305,738792,0.011775033665118848,0.011775033665118848,5136187,0.08186170780861972,0.08186170780861972,43930,0.00070016625641408,0.00070016625641408,40470426,0.6450267850649454,0.6450267850649454,16073286,0.2561796605256736,0.2561796605256736,279620,0.004456646679228432,0.004456646679228432
tumour_inv,JN_TS_005_tumour_inv_tile_13587_10688,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_005/JN_TS_005_tile_13587_10688_cl.png,62742241,62742241,0,0.7994880115806376,2888385,0.046035732131404106,0.046035732131404106,4768680,0.07600429828446835,0.07600429828446835,201441,0.0032106121297133775,0.0032106121297133775,49391975,0.7872204469075308,0.7872204469075308,4474838,0.07132097815887704,0.07132097815887704,1016922,0.01620793238800635,0.01620793238800635
