tile_id,cl_png,image_height,image_width,grid_rows,grid_cols,unknown_pixels_total,c0_tumor,c0_stroma,c0_immune_cells,c0_necrosis,c0_other,c0_ignore,c1_tumor,c1_stroma,c1_immune_cells,c1_necrosis,c1_other,c1_ignore,c2_tumor,c2_stroma,c2_immune_cells,c2_necrosis,c2_other,c2_ignore,c3_tumor,c3_stroma,c3_immune_cells,c3_necrosis,c3_other,c3_ignore,c4_tumor,c4_stroma,c4_immune_cells,c4_necrosis,c4_other,c4_ignore,c5_tumor,c5_stroma,c5_immune_cells,c5_necrosis,c5_other,c5_ignore,c6_tumor,c6_stroma,c6_immune_cells,c6_necrosis,c6_other,c6_ignore,c7_tumor,c7_stroma,c7_immune_cells,c7_necrosis,c7_other,c7_ignore,c8_tumor,c8_stroma,c8_immune_cells,c8_necrosis,c8_other,c8_ignore,contrast_lr_tumor,contrast_tb_tumor,contrast_strip_lr_tumor,contrast_strip_tb_tumor,contrast_lr_stroma,contrast_tb_stroma,contrast_strip_lr_stroma,contrast_strip_tb_stroma,contrast_lr_immune_cells,contrast_tb_immune_cells,contrast_strip_lr_immune_cells,contrast_strip_tb_immune_cells,contrast_lr_necrosis,contrast_tb_necrosis,contrast_strip_lr_necrosis,contrast_strip_tb_necrosis,contrast_lr_other,contrast_tb_other,contrast_strip_lr_other,contrast_strip_tb_other,contrast_lr_ignore,contrast_tb_ignore,contrast_strip_lr_ignore,contrast_strip_tb_ignore,cellspread_tumor_maxmin,cellspread_tumor_std,cellspread_tumor_iqr,cellspread_ignore_maxmin,cellspread_ignore_std,cellspread_ignore_iqr,cellspread_necrosis_maxmin,cellspread_necrosis_std,cellspread_necrosis_iqr
JN_TS_011_tile_12975_8638,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_12975_8638_cl.png,7921,7921,3,3,0,0.0945257978,0.3496491908,0.0477990129,0.0895269456,0.3301345845,0.0883644685,0.1130762854,0.2939581827,0.0974104448,0.0454185455,0.3325705942,0.1175659472,0.0398139061,0.4436910296,0.0235778237,0.0491612144,0.3428317264,0.1009242998,0.0718535220,0.4403219052,0.0340626542,0.0482368651,0.2993779617,0.1061470919,0.0811255418,0.3721871384,0.0541910321,0.0520562286,0.3343829092,0.1060571499,0.0656697130,0.4431278900,0.0401345909,0.0477348743,0.3033712265,0.0999617053,0.1053401917,0.3644028352,0.0529954373,0.0645422980,0.2932478191,0.1194714187,0.1045239407,0.3423959875,0.0859809760,0.0380649547,0.3284161188,0.1006180223,0.0522255223,0.4901439107,0.0255687557,0.0472325528,0.2963284837,0.0885007748,0.0380034567,0.0048912218,0.0380034567,0.0048912218,0.0741962997,0.0365481101,0.0741962997,0.0365481101,0.0151919780,0.0014140374,0.0151919780,0.0014140374,0.0193924890,0.0114223000,0.0193924890,0.0114223000,0.0065903571,0.0291814945,0.0065903571,0.0291814945,0.0081987331,0.0005785001,0.0081987331,0.0005785001,0.0732623793,0.0254964041,0.0388542276,0.0311069502,0.0108761392,0.0061853866,0.0514619909,0.0151843931,0.0048236758
JN_TS_011_tile_14964_6017,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_14964_6017_cl.png,7921,7921,3,3,0,0.1467539027,0.2897133264,0.1010171315,0.0354655934,0.3450020087,0.0820480372,0.1463608539,0.2957720905,0.0907206292,0.0500325577,0.3348361502,0.0822777185,0.1714399679,0.2584468262,0.1063626320,0.0441052571,0.3746933827,0.0449519341,0.1941664372,0.3037589068,0.1193110105,0.0640386734,0.2673840832,0.0513408890,0.2052280175,0.2749897812,0.1235129316,0.0625237907,0.2815375631,0.0522079158,0.2108427134,0.2361951109,0.1282398483,0.0758228346,0.3100112733,0.0388882196,0.1699850781,0.3044751492,0.1009504132,0.0621398646,0.2725414658,0.0899080292,0.1761497022,0.3082785446,0.1135316627,0.0602155118,0.2895719310,0.0522526476,0.1904370409,0.2770913682,0.1124814910,0.0913201618,0.2803069043,0.0483630337,0.0206047681,0.0240056989,0.0206047681,0.0240056989,0.0420713590,0.0153042730,0.0420713590,0.0153042730,0.0086018054,0.0096210581,0.0086018054,0.0096210581,0.0165347074,0.0280240433,0.0165347074,0.0280240433,0.0266946675,0.0707037469,0.0266946675,0.0707037469,0.0303645893,0.0062513264,0.0303645893,0.0062513264,0.0644818595,0.0232227019,0.0241813591,0.0510198096,0.0189724635,0.0336850034,0.0558545684,0.0166169549,0.0140061157
JN_TS_011_tile_22539_15864,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_22539_15864_cl.png,7921,7921,3,3,0,0.0166711146,0.1964917642,0.0116134355,0.0360716540,0.3271384298,0.4120136019,0.0200665783,0.2615827912,0.0143973816,0.0388819088,0.3398328227,0.3252385173,0.0216340966,0.1651080406,0.0177850953,0.0334131084,0.2426222452,0.5194374139,0.0199706264,0.2651180969,0.0146571260,0.0315188519,0.3199965865,0.3487387124,0.0203391284,0.2852389883,0.0138646093,0.0316755225,0.3354646481,0.3134171035,0.0178147912,0.1880411460,0.0137370486,0.0319940220,0.2966279130,0.4517850791,0.0167673898,0.3075321396,0.0109781049,0.0226945592,0.2870734332,0.3549543733,0.0191890985,0.2285183815,0.0143955171,0.0294332955,0.3360267289,0.3724369786,0.0190906221,0.1963137052,0.0134232955,0.0314805728,0.3269725666,0.4127192378,0.0017101264,0.0011082264,0.0017101264,0.0011082264,0.0732263696,0.0363938767,0.0732263696,0.0363938767,0.0025655910,0.0016663316,0.0025655910,0.0016663316,0.0022008793,0.0082527479,0.0022008793,0.0082527479,0.0226619082,0.0134930770,0.0226619082,0.0134930770,0.0894116811,0.0388596478,0.0894116811,0.0388596478,0.0049629821,0.0016820956,0.0022517871,0.2060203105,0.0660210958,0.0639805255,0.0161873496,0.0044671578,0.0019325356
JN_TS_011_tile_4034_8877,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_4034_8877_cl.png,7921,7921,3,3,0,0.0103003042,0.1273507805,0.0071903696,0.0134258781,0.1805159550,0.6612167126,0.0118945992,0.1600520062,0.0065865489,0.0167931683,0.2091010923,0.5955725850,0.0086550161,0.1152863866,0.0048516414,0.0182877066,0.1772014176,0.6757178317,0.0106056303,0.1285285647,0.0070962847,0.0199466742,0.2096812502,0.6241415958,0.0218466810,0.2638465086,0.0133904794,0.0247344722,0.2909258237,0.3852560352,0.0124956972,0.1410845008,0.0059001124,0.0300372621,0.2317305486,0.5787518789,0.0158211375,0.1784588786,0.0100922578,0.0254518193,0.2597513487,0.5104245581,0.0164178227,0.2231899648,0.0128102303,0.0211778424,0.2419374548,0.4844666850,0.0126977158,0.1995632461,0.0053269915,0.0271217860,0.2696364210,0.4856538395,0.0009595476,0.0046955855,0.0009595476,0.0046955855,0.0071986366,0.0661743054,0.0071986366,0.0661743054,0.0027667222,0.0032003065,0.0027667222,0.0032003065,0.0055407943,0.0084148982,0.0055407943,0.0084148982,0.0095399444,0.0681689199,0.0095399444,0.0681689199,0.0185531054,0.1506540156,0.0185531054,0.1506540156,0.0131916649,0.0040283721,0.0052155072,0.2904617965,0.0958026489,0.1384877563,0.0166113840,0.0053549763,0.0071641127
JN_TS_011_tile_8996_10421,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_011/JN_TS_011_tile_8996_10421_cl.png,7921,7921,3,3,0,0.1224146292,0.3272565140,0.0766912018,0.0378642964,0.3677904040,0.0679829545,0.1060346460,0.3330926646,0.0687581036,0.0542824114,0.3808758735,0.0569563010,0.0911134068,0.3030358988,0.0515228994,0.0775408919,0.3901133494,0.0866735537,0.0864879866,0.3121225030,0.0496091643,0.0439164458,0.4311017693,0.0767621310,0.1148390919,0.3587233961,0.0690590994,0.0430063251,0.3208150791,0.0935570084,0.1095118642,0.3250206533,0.0808909332,0.0310109807,0.3595718162,0.0939937524,0.0119636708,0.2476048841,0.0053015955,0.0154896981,0.2761438246,0.4434963269,0.0186446537,0.2868937386,0.0107556539,0.0246622319,0.2978738540,0.3611698679,0.0131069215,0.1800330005,0.0072190657,0.0320292413,0.3758842688,0.3917275023,0.0023780314,0.0919491454,0.0023780314,0.0919491454,0.0262981162,0.0829511514,0.0262981162,0.0829511514,0.0026769789,0.0578986299,0.0026769789,0.0578986299,0.0144368912,0.0325021428,0.0144368912,0.0325021428,0.0168444788,0.0629592265,0.0168444788,0.0629592265,0.0052822013,0.3282602960,0.0052822013,0.3282602960,0.1104509584,0.0465850089,0.0908672105,0.3865400259,0.1615170823,0.2844077370,0.0620511938,0.0181058580,0.0129054651
JN_TS_012_tile_10912_14661,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_10912_14661_cl.png,7921,7921,3,3,0,0.3640515955,0.0665317952,0.0126799242,0.5302977215,0.0246015553,0.0018374082,0.3197235035,0.0843727410,0.0173581231,0.5279855541,0.0465666701,0.0039934081,0.2542177456,0.1162660698,0.0183367769,0.4903835227,0.1056767964,0.0151190886,0.3484531514,0.0935884307,0.0118759538,0.5019500189,0.0401601207,0.0039723245,0.3674547279,0.0713394250,0.0144620389,0.5188114321,0.0253122598,0.0026201164,0.2643296846,0.1323895907,0.0138909447,0.5069324923,0.0763679965,0.0060892912,0.2870121671,0.1227787821,0.0197252353,0.3222866449,0.0657466713,0.1824504993,0.4156215219,0.0783359437,0.0207577479,0.4505912017,0.0304164802,0.0042771046,0.2502281336,0.0897989842,0.0178917011,0.4399830693,0.0685563017,0.1335418101,0.0769137834,0.0049563260,0.0769137834,0.0049563260,0.0185185455,0.0079143680,0.0185185455,0.0079143680,0.0019461031,0.0033332867,0.0019461031,0.0033332867,0.0275882330,0.1119352942,0.0275882330,0.1119352942,0.0400309157,0.0040418562,0.0400309157,0.0040418562,0.0111700140,0.0997731697,0.0111700140,0.0997731697,0.1653933883,0.0586510986,0.0997219109,0.1806130911,0.0684938960,0.0111467641,0.2080110767,0.0660381138,0.0682202304
JN_TS_012_tile_11018_3851,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_11018_3851_cl.png,7921,7921,3,3,0,0.0413916150,0.0779839589,0.0161101067,0.1475803489,0.1320103019,0.5849236685,0.1118902964,0.1122019609,0.0443450025,0.2285360229,0.1835998187,0.3194268987,0.2913264750,0.1425571051,0.0489335112,0.3083465335,0.1520613809,0.0567749943,0.0578056693,0.0863378197,0.0227482129,0.1309992198,0.1341966140,0.5679124643,0.2428437130,0.1094854522,0.0651872053,0.1944778699,0.1288204057,0.2591853538,0.4216930284,0.0934422797,0.0327976375,0.4143882024,0.0342063670,0.0034724852,0.0835591713,0.1055357553,0.0292658115,0.1528310090,0.1307931589,0.4980150941,0.2928172295,0.1161870504,0.0626455773,0.2162992094,0.1267836449,0.1852672886,0.4281470960,0.0932321798,0.0523725895,0.3877483643,0.0333354855,0.0051642849,0.3194700479,0.1199717034,0.3194700479,0.1199717034,0.0197913436,0.0059293465,0.0197913436,0.0059293465,0.0219932024,0.0116317860,0.0219932024,0.0116317860,0.2263575075,0.0241385591,0.2263575075,0.0241385591,0.0591322805,0.0589197374,0.0591322805,0.0589197374,0.5284798209,0.0908929646,0.5284798209,0.0908929646,0.3867554809,0.1514185544,0.2092580582,0.5814511833,0.2334576127,0.4412400999,0.2833889826,0.1046712190,0.1555155246
JN_TS_012_tile_12422_7452,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_12422_7452_cl.png,7921,7921,3,3,0,0.4041005223,0.0801285583,0.0220071453,0.4506307392,0.0392297980,0.0039032369,0.3940604454,0.0772757392,0.0238317958,0.4731331681,0.0278936181,0.0038052333,0.4523697199,0.0688956325,0.1311469812,0.3057707759,0.0365115645,0.0053053260,0.3015233268,0.0783517205,0.0128251466,0.5636712161,0.0402349890,0.0033936009,0.3523674454,0.0759188580,0.0197138847,0.5117559712,0.0360920853,0.0041517554,0.3498843987,0.0709976994,0.0420566418,0.4828157092,0.0490733251,0.0051722259,0.3168381256,0.0749362948,0.0182130969,0.5253152261,0.0620243629,0.0026728937,0.3481931201,0.0787986357,0.0107470483,0.4991730061,0.0601998784,0.0028883114,0.3280238464,0.0715686697,0.0147824839,0.5544312443,0.0278687443,0.0033250115,0.0359386635,0.0858251985,0.0359386635,0.0858251985,0.0073181907,0.0003321099,0.0073181907,0.0003321099,0.0449802394,0.0444144311,0.0449802394,0.0444144311,0.0655331507,0.1164615977,0.0655331507,0.1164615977,0.0093451720,0.0154860017,0.0093451720,0.0154860017,0.0012776106,0.0013758599,0.0012776106,0.0013758599,0.1508463931,0.0477441640,0.0660365990,0.0026324323,0.0009189920,0.0008267439,0.2579004402,0.0766498248,0.0521820580
JN_TS_012_tile_12561_12024,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_12561_12024_cl.png,7921,7921,3,3,0,0.3489237546,0.1188408230,0.0563792757,0.1960426710,0.1324454775,0.1473679982,0.5842344784,0.1178715879,0.0544561002,0.1530166776,0.0821200934,0.0083010625,0.4748738809,0.1048480544,0.0436336375,0.2908631772,0.0701691632,0.0156120868,0.4122131481,0.1444373688,0.0527675467,0.2425942022,0.1263054628,0.0216822714,0.5527423335,0.1132339032,0.0351961560,0.2172491545,0.0721764285,0.0094020242,0.5050461545,0.1018144814,0.0401460650,0.2916703957,0.0558692759,0.0054536275,0.2871712867,0.1690052514,0.0361930383,0.2447154787,0.2103419135,0.0525730315,0.4278649329,0.1203760915,0.0271654447,0.3357268252,0.0787762613,0.0100904444,0.5105463728,0.0854730544,0.0341041093,0.3287312041,0.0374088900,0.0037363694,0.1473860729,0.0608165071,0.1473860729,0.0608165071,0.0467159510,0.0110979773,0.0467159510,0.0110979773,0.0091520163,0.0190021404,0.0091520163,0.0190021404,0.0759708084,0.0897503274,0.0759708084,0.0897503274,0.1018818415,0.0139307769,0.1018818415,0.0139307769,0.0656070724,0.0349604341,0.0656070724,0.0349604341,0.2970631917,0.0963181751,0.0983332247,0.1436316288,0.0462909566,0.0133812089,0.1827101477,0.0613818639,0.0744212412
JN_TS_012_tile_19915_13138,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_19915_13138_cl.png,7921,7921,3,3,0,0.1110268882,0.1532702020,0.0400203742,0.2562858701,0.1925447658,0.2468518997,0.0659224295,0.1452467213,0.0366362891,0.4776135073,0.2385375432,0.0360435097,0.0866648014,0.1688036616,0.0277264118,0.3450146350,0.1772590966,0.1945313935,0.2452883148,0.1295966576,0.0477852168,0.2619135314,0.1622523034,0.1531639760,0.1755434967,0.1671291596,0.0420113261,0.3662134164,0.1881807016,0.0609218996,0.1193167476,0.1660909550,0.0296300758,0.3423459319,0.1748359207,0.1677803690,0.2448865071,0.0900189394,0.0447004132,0.2485567321,0.1342554809,0.2375819272,0.2562066137,0.1066373217,0.0503928436,0.2665711450,0.1497393951,0.1704526809,0.0995134584,0.1067464417,0.0188673669,0.3158564337,0.1291843147,0.3298319846,0.0985689009,0.1123308200,0.0985689009,0.1123308200,0.0229184198,0.0546392940,0.0229184198,0.0546392940,0.0187607166,0.0031925162,0.0187607166,0.0031925162,0.0788202890,0.0826432339,0.0788202890,0.0826432339,0.0025910727,0.0650540716,0.0025910727,0.0650540716,0.0181819814,0.0868132633,0.0181819814,0.0868132633,0.1902841841,0.0756445822,0.1453730487,0.2937884749,0.0910023236,0.0844179512,0.2290567752,0.0737497756,0.0831011036
JN_TS_012_tile_4874_6291,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_4874_6291_cl.png,7921,7921,3,3,0,0.0467066977,0.2164669421,0.0310692149,0.1042277893,0.2233618859,0.3781674702,0.0640670717,0.1553647035,0.0450573991,0.1131310741,0.2293234312,0.3930563205,0.0523219410,0.1876594066,0.0199040117,0.1227464991,0.1844424357,0.4329257059,0.0629275527,0.2423330235,0.0439654975,0.0919672874,0.2390870079,0.3197196310,0.0590802911,0.1539366765,0.0387774358,0.1048538319,0.2253652786,0.4179864861,0.0542565947,0.2435818331,0.0272150700,0.0774911650,0.1728460294,0.4246093078,0.0414220328,0.1237286214,0.0273962638,0.0884646178,0.2136237374,0.5053647268,0.0843655697,0.2205996925,0.0481331681,0.1480548575,0.1978007068,0.3010460053,0.0471908000,0.1910408058,0.0277272727,0.0979258494,0.1929871155,0.4431281566,0.0009043509,0.0032942308,0.0009043509,0.0032942308,0.0132511528,0.0080406441,0.0132511528,0.0080406441,0.0091948739,0.0024086930,0.0091948739,0.0024086930,0.0045012730,0.0018866792,0.0045012730,0.0018866792,0.0419323502,0.0109053977,0.0419323502,0.0109053977,0.0324704474,0.0151297974,0.0324704474,0.0151297974,0.0429435369,0.0128086340,0.0157367526,0.2043187215,0.0629565764,0.0547582358,0.0705636926,0.0208679870,0.0211637867
JN_TS_012_tile_6457_12399,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_012/JN_TS_012_tile_6457_12399_cl.png,7921,7921,3,3,0,0.1952437730,0.1135171315,0.0619295225,0.1428496614,0.1851683023,0.3012916093,0.2882670419,0.1277632440,0.0641954379,0.1540347148,0.1806887026,0.1850508588,0.3697087351,0.1657126664,0.0618692608,0.1936454029,0.1681555613,0.0409083735,0.1866149186,0.1479342363,0.0533454098,0.2279076739,0.2494072206,0.1347905408,0.2281462580,0.1290508039,0.0410729588,0.1693388031,0.1910352306,0.2413559457,0.3701859087,0.1539455039,0.0469783025,0.2298879557,0.1497497218,0.0492526075,0.1539448462,0.1357981807,0.0330985996,0.2091243400,0.2158007633,0.2522332702,0.2644392620,0.1518643937,0.0463338898,0.2137217021,0.2204284419,0.1032123105,0.2914114153,0.1826374541,0.0322509183,0.2632006141,0.1985449667,0.0319546315,0.1651675071,0.0478080088,0.1651675071,0.0478080088,0.0350153586,0.0211023288,0.0350153586,0.0211023288,0.0024250168,0.0254369378,0.0024250168,0.0254369378,0.0356174325,0.0651722924,0.0356174325,0.0651722924,0.0446420122,0.0335872019,0.0446420122,0.0335872019,0.1887332692,0.0466168764,0.1887332692,0.0466168764,0.2162410625,0.0773113853,0.0961676423,0.2693369777,0.1008156788,0.1921033382,0.1203509527,0.0392044528,0.0585688708
JN_TS_013_tile_10309_3904,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_10309_3904_cl.png,7921,7921,3,3,0,0.0268556302,0.1667378329,0.0090901917,0.3679958678,0.1740515955,0.2552688820,0.0417857102,0.1488647838,0.0229729613,0.4102875116,0.1850190183,0.1910700148,0.0558834079,0.1545583678,0.0297015611,0.4402878214,0.1747126090,0.1448562328,0.0318310902,0.1676332140,0.0097268597,0.2787619187,0.1764487453,0.3355981722,0.0472439601,0.1264027300,0.0161164040,0.3070948451,0.1599496823,0.3431923785,0.1124387571,0.1214139215,0.0565336248,0.3790656948,0.1367969261,0.1937510757,0.0567559114,0.1297512052,0.0351103363,0.2724334252,0.1925573921,0.3133917298,0.0689302147,0.1383374640,0.0331705449,0.4114222976,0.1731518135,0.1749876654,0.1416000918,0.1132526974,0.0750934056,0.4030973083,0.1614167241,0.1055397727,0.0648265417,0.0475871565,0.0648265417,0.0475871565,0.0249657551,0.0296065393,0.0249657551,0.0296065393,0.0358004013,0.0272031909,0.0358004013,0.0272031909,0.1010865376,0.0438727232,0.1010865376,0.0438727232,0.0233771579,0.0022190977,0.0233771579,0.0022190977,0.1533705676,0.0009080128,0.1533705676,0.0009080128,0.1147444617,0.0382321388,0.0271445045,0.2376526058,0.0866998770,0.1384040644,0.1678543962,0.0621163420,0.1031926666
JN_TS_013_tile_12979_13919,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_12979_13919_cl.png,7921,7921,3,3,0,0.1694282312,0.1539263372,0.0834141127,0.4097391529,0.1437954832,0.0396966827,0.2076590880,0.1266221473,0.0632646036,0.4621540567,0.1222856643,0.0180144401,0.2450321396,0.0876295627,0.0628084826,0.5339072544,0.0599487775,0.0106737833,0.0948943238,0.1969068764,0.0227942526,0.4073865788,0.1479115750,0.1301063934,0.1267192946,0.1679245854,0.0266183753,0.4513900667,0.1369445586,0.0904031194,0.1973390187,0.1382112492,0.0379935286,0.5143053022,0.0979616307,0.0141892706,0.0724321338,0.1716612144,0.0139491506,0.2508222854,0.1677947084,0.3233405073,0.0656849162,0.1761416704,0.0113472858,0.3249556814,0.1791229218,0.2427475245,0.1793709826,0.1471546430,0.0190652261,0.4958854167,0.1071883609,0.0513353708,0.0949958174,0.1015438087,0.0949958174,0.1015438087,0.0498329911,0.0422598269,0.0498329911,0.0422598269,0.0000967596,0.0550418455,0.0000967596,0.0550418455,0.1587166521,0.1113790268,0.1587166521,0.1113790268,0.0648009992,0.0426920220,0.0648009992,0.0426920220,0.1389817196,0.1830128321,0.1389817196,0.1830128321,0.1793472234,0.0637701573,0.1024446950,0.3126667241,0.1113994102,0.1120919532,0.2830849690,0.0920293344,0.0884988379
JN_TS_013_tile_14853_8902,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_14853_8902_cl.png,7921,7921,3,3,0,0.1265604913,0.1586600379,0.0415878960,0.3598682851,0.1742193239,0.1391039658,0.2482968171,0.1045735660,0.1101109543,0.3697714078,0.1183226624,0.0489245924,0.1996622475,0.1589121327,0.0546885044,0.4136182851,0.1403337351,0.0327850953,0.0859571673,0.2372429807,0.0131756796,0.3462601689,0.2097403417,0.1076236618,0.1562833832,0.1125369737,0.0673422242,0.4735460003,0.1231403088,0.0671511098,0.1949881243,0.1101696155,0.0564577525,0.5176059631,0.0969078804,0.0238706642,0.2131842573,0.1466325184,0.0359307564,0.4582422234,0.1097372876,0.0362729568,0.1342142554,0.1313280954,0.0372375305,0.5452475818,0.1294027457,0.0225697911,0.0551492195,0.1350918274,0.0045556416,0.6958925907,0.0923487718,0.0169619490,0.0080325585,0.0573239412,0.0080325585,0.0573239412,0.0461206538,0.0030310985,0.0461206538,0.0030310985,0.0083358555,0.0428878087,0.0083358555,0.0428878087,0.1542487205,0.1853748060,0.1542487205,0.1853748060,0.0547021887,0.0337956387,0.0547021887,0.0337956387,0.0697942920,0.0483363188,0.0697942920,0.0483363188,0.1931475976,0.0628705922,0.0731017562,0.1221420168,0.0423366428,0.0432804456,0.3496324218,0.1115206385,0.1478345553
JN_TS_013_tile_18392_16717,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_18392_16717_cl.png,7921,7921,3,3,0,0.2284804006,0.1065373910,0.0236367941,0.5777477904,0.0541784320,0.0094191919,0.2091415384,0.1011071047,0.0227757507,0.5906854899,0.0585463208,0.0177437954,0.2385408058,0.1033225723,0.0214577594,0.5710692149,0.0549720213,0.0106376263,0.1951860521,0.1188315376,0.0189753938,0.6016426572,0.0573794075,0.0079849518,0.2166494310,0.0985952305,0.0198819163,0.6113992482,0.0462863811,0.0071877929,0.1777510527,0.0969149083,0.0168859649,0.6555961929,0.0455497803,0.0073021009,0.1878077652,0.1306785181,0.0171632518,0.5946804695,0.0612756830,0.0083943124,0.2005979427,0.0918293117,0.0185548690,0.6411194967,0.0425861703,0.0053122096,0.1733626033,0.1016537534,0.0131353306,0.6563999369,0.0486672119,0.0067811639,0.0072732520,0.0381314779,0.0072732520,0.0381314779,0.0180520709,0.0043981717,0.0180520709,0.0043981717,0.0027654616,0.0063389509,0.0027654616,0.0063389509,0.0363314759,0.0508991360,0.0363314759,0.0508991360,0.0078815030,0.0050559030,0.0078815030,0.0050559030,0.0003591883,0.0057709759,0.0003591883,0.0057709759,0.0651782025,0.0222202376,0.0288416659,0.0124315858,0.0036296080,0.0022313990,0.0853307220,0.0324496953,0.0504340069
JN_TS_013_tile_19191_11788,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_19191_11788_cl.png,7921,7921,3,3,0,0.0273889463,0.1844811754,0.0025375918,0.6000020087,0.1481149564,0.0374753214,0.0238173098,0.2038654722,0.0023339701,0.5870733079,0.1506677911,0.0322421489,0.0242044020,0.1959461088,0.0030727732,0.5769379878,0.1829785067,0.0168602215,0.0335747192,0.1773757071,0.0037445642,0.6289974241,0.1188038564,0.0375037291,0.0241963985,0.1775056807,0.0016715697,0.6496583956,0.1224273217,0.0245406337,0.0168935665,0.2426007997,0.0012686023,0.4976159742,0.2286083095,0.0130127477,0.0580658861,0.2131587179,0.0064471419,0.5357803891,0.1398987029,0.0466491621,0.0165123404,0.1990007516,0.0011138458,0.6151717382,0.1365738988,0.0316274253,0.0382641758,0.2017371155,0.0027189509,0.5847500574,0.1542683942,0.0182613062,0.0132224691,0.0124772481,0.0132224691,0.0124772481,0.0217561412,0.0098679428,0.0217561412,0.0098679428,0.0018896572,0.0007785345,0.0018896572,0.0007785345,0.0351586008,0.0094370399,0.0351586008,0.0094370399,0.0530125649,0.0170067528,0.0530125649,0.0170067528,0.0244979790,0.0033200673,0.0244979790,0.0033200673,0.0415535458,0.0128899457,0.0097574094,0.0336364144,0.0112379717,0.0192140152,0.1520424214,0.0465917875,0.0382337504
JN_TS_013_tile_19986_8421,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_013/JN_TS_013_tile_19986_8421_cl.png,7921,7921,3,3,0,0.0749576733,0.1158528466,0.0062660698,0.7234062213,0.0630696166,0.0164475723,0.0609335020,0.1318399826,0.0056765114,0.6976096635,0.0865591259,0.0173812146,0.0541942149,0.1759215737,0.0075289830,0.5869189050,0.1582765152,0.0171598083,0.0845536011,0.1060392356,0.0061076498,0.7369541209,0.0525796588,0.0137657338,0.0543193497,0.1517399365,0.0062759494,0.6556100384,0.1056106907,0.0264440354,0.0541108740,0.1176522897,0.0054332610,0.7216953232,0.0808391564,0.0202690957,0.0440660870,0.1259606003,0.0033613120,0.7257552801,0.0869121614,0.0139445592,0.0355911443,0.1632561415,0.0036744289,0.6407514658,0.1303896596,0.0263371599,0.0401931244,0.1533587293,0.0036531508,0.6586710859,0.1136375115,0.0304863981,0.0183597161,0.0234116782,0.0183597161,0.0234116782,0.0330266367,0.0063203561,0.0330266367,0.0063203561,0.0002934544,0.0029275575,0.0002934544,0.0029275575,0.0729434361,0.0057476807,0.0729434361,0.0057476807,0.0500639154,0.0076780249,0.0500639154,0.0076780249,0.0079191456,0.0065931740,0.0079191456,0.0065931740,0.0489624568,0.0158798712,0.0168674150,0.0167206642,0.0060647108,0.0098895876,0.1500352160,0.0505483683,0.0677961829
